TABLE_NAME,TABLE_SCORE,COLUMN_NAME,COLUMN_SCORE,MODEL,DATABASE_NAME
student,N1,stuid,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
student,N1,last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
student,N1,first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
student,N1,age,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
student,N1,sex,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
student,N1,major,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
student,N1,advisor,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
student,N1,city code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,allergy_1
actor,N1,aid,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
actor,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
actor,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
actor,N1,nationality,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
actor,N1,birth city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
actor,N1,birth year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
copyright,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
copyright,N1,msid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
copyright,N1,cid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
cast,N3,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
cast,N3,msid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
cast,N3,aid,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
cast,N3,role,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
genre,N1,gid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
genre,N1,genre,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
classification,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
classification,N1,msid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
classification,N1,gid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
company,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
company,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
company,N1,country code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
director,N1,did,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
director,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
director,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
director,N1,nationality,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
director,N1,birth city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
director,N1,birth year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
producer,N1,pid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
producer,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
producer,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
producer,N1,nationality,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
producer,N1,birth city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
producer,N1,birth year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
directed by,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
directed by,N1,msid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
directed by,N1,did,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
keyword,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
keyword,N1,keyword,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
made by,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
made by,N1,msid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
made by,N1,pid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
movie,N1,mid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
movie,N1,title,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
movie,N1,release year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
movie,N1,title aka,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
movie,N1,budget,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
tags,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
tags,N1,msid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
tags,N1,kid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
tv series,N2,sid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
tv series,N2,title,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
tv series,N2,release year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
tv series,N2,num of seasons,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
tv series,N2,num of episodes,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
tv series,N2,title aka,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
tv series,N2,budget,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
writer,N1,wid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
writer,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
writer,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
writer,N1,nationality,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
writer,N1,num of episodes,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
writer,N1,birth city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
writer,N1,birth year,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
written by,N1,id,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
written by,N1,msid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
written by,N1,wid,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,imdb
discount coupons,N1,coupon id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
discount coupons,N1,date issued,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
discount coupons,N1,coupon amount,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
customers,N1,customer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
customers,N1,coupon id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
customers,N1,good or bad customer,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
customers,N1,first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
customers,N1,last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
customers,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
customers,N1,date became customer,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
customers,N1,date last hire,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,booking id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,customer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,booking status code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,returned damaged yes or no,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,booking start date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,booking end date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,count hired,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,amount payable,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,amount of discount,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,amount outstanding,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
bookings,N1,amount of refund,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products for hire,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products for hire,N1,product type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products for hire,N1,daily hire cost,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products for hire,N1,product name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products for hire,N1,product description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
payments,N1,payment id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
payments,N1,booking id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
payments,N1,customer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
payments,N1,payment type code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
payments,N1,amount paid in full yn,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
payments,N1,payment date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
payments,N1,amount due,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
payments,N1,amount paid,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products booked,N1,booking id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products booked,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products booked,N1,returned yes or no,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products booked,N1,returned late yes or no,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products booked,N1,booked count,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
products booked,N1,booked amount,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
view product availability,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
view product availability,N1,booking id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
view product availability,N1,status date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
view product availability,N1,available yes or no,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,products_for_hire
candidate,N1,candidate id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
candidate,N1,people id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
candidate,N1,poll source,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
candidate,N1,date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
candidate,N1,support rate,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
candidate,N1,consider rate,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
candidate,N1,oppose rate,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
candidate,N1,unsure rate,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
people,N1,people id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
people,N1,sex,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
people,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
people,N1,date of birth,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
people,N1,height,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
people,N1,weight,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,candidate_poll
album,N1,album id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
album,N1,title,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
album,N1,artist id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
artist,N1,artist id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
artist,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,customer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,company,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,state,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,postal code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,phone,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,fax,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,email,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
customer,N1,support representative id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
employee,N1,employee id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
employee,N1,last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
employee,N1,first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,chinook_1
