IDENTIFIER,SCORE
ExecDaY,N2
ExeChkLine,N2
ExecId,N2
ExecStat,N2
ExecTime,N2
Execute,N1
Executed,N1
ExecutLine,N2
ExeId,N2
ExeLine,N2
Exempt,N1
ExemptAmnt,N2
ExemptCurr,N2
Exemption,N1
ExemptNo,N2
ExemptUnit,N1
ExemReason,N2
ExeOption,N2
ExepAmnt,N2
ExepAmntFC,N3
ExepAmntSC,N3
ExepCuAmnt,N3
ExepCuFC,N3
ExepCuSC,N3
ExFromRpt,N2
Exhibition_ID,N1
ExistStock,N2
ExitCur,N2
ExItemFrom,N2
ExItemTo,N2
ExitPrice,N1
ExitWH,N2
ExlDocAm,N3
ExlDocQt,N3
ExLettDate,N2
ExLineNo,N2
ExMatchNum,N2
ExmIncome,N2
ExmpDoc,N2
ExmptIncom,N2
ExmpType,N2
ExNumData1,N3
ExNumData2,N3
ExNumData3,N3
ExOpCode,N2
ExpAcct,N2
ExpAfter,N2
ExpAlloc,N2
EXPAND,N1
ExpandCons,N2
ExpandedPO,N2
ExpandedSO,N2
ExpandIndx,N2
ExpAnFrgn,N3
ExpAnSum,N2
ExpAnSys,N2
ExpAppl,N2
ExpAppld,N2
ExpAppldFC,N3
ExpAppldSC,N3
ExpApplFC,N3
ExpApplSC,N3
ExpCAcc,N3
ExpClrAct,N3
EXPCOSTS,N2
ExpCustom,N2
ExpDate,N2
ExpDeclDat,N3
ExpDeclNum,N2
ExpDocLoc,N2
ExpDocType,N2
ExpdPAgree,N2
ExpdPQuota,N3
ExpdPurReq,N2
ExpdResINV,N2
ExpdSAgree,N2
ExpdSQuota,N2
ExpdTraReq,N2
ExpdWOR,N3
ExpectBal,N2
ExpEnable,N2
ExpensAcct,N2
Expenses,N1
ExpensesAc,N2
ExpensesFC,N2
ExpensesLC,N2
ExpensesSC,N2
ExpFinishD,N2
ExpFixSum,N2
ExpIntBal,N2
Expiration,N1
ExpireDate,N1
ExpiryDate,N1
ExploitConcern,N1
ExploitConcernDetails,N1
ExpnAcct,N2
ExpName,N2
ExpNature,N2
ExpndSel,N2
ExpnPrfFnd,N3
ExpnsAcct,N2
ExpnsBlck,N3
ExpnsBlckF,N3
ExpnsBlckS,N3
ExpnsCode,N2
ExpnsExAct,N2
ExpnsName,N2
ExpnsType,N2
ExpOfstAct,N3
ExpOpType,N3
Export,N1
ExportCode,N1
ExportCurr,N2
ExportDate,N1
Exported,N1
ExportFile,N1
ExportFmt,N2
ExportNum,N2
ExportPath,N1
ExportPDF,N2
ExportType,N1
ExPref1,N3
ExPref10,N3
ExPref11,N3
ExPref12,N3
ExPref13,N3
ExPref14,N3
ExPref15,N3
ExPref2,N3
ExPref3,N3
ExPref4,N3
ExPref5,N3
ExPref6,N3
ExPref7,N3
ExPref8,N3
ExPref9,N3
ExpRegDate,N2
ExpRegNum,N2
ExprtOnAdd,N2
ExpsRmbrsd,N2
ExpSum,N2
ExpSumFC,N3
ExpSumSC,N3
ExpTaxCode,N2
ExptVAt,N3
ExptVAtFC,N3
ExptVAtSC,N3
ExpType,N2
ExpUUID,N3
ExpVarAct,N2
ExpVatSum,N2
ExpVatSumF,N3
ExpVatSumS,N3
ExRate,N2
ExRateDate,N2
ExrateOnDt,N2
ExReasonHU,N3
ExReconNum,N2
ExRemarkHU,N3
ExRSTFrom,N3
ExRSTTo,N3
ExRtDefTax,N3
ExSSNFrom,N3
ExSSNTo,N3
ExStrData1,N3
ExStrData2,N3
ExStrData3,N3
ExtAmount,N2
Extantion,N1
ExtCode,N2
ExtCond,N2
ExtCond1,N2
ExtCond2,N2
ExtData,N2
ExtDisable,N2
ExtDocNum,N2
ExtEmpNo,N2
ExtentBottom,N1
ExtentLeft,N1
ExtentRight,N1
ExtentTop,N1
External,N1
ExternalID,N1
ExternalIDEntryDate,N1
ExternalIDName,N1
ExternalIDOriginator,N1
ExternCode,N2
ExtFromBS,N2
ExtInvsbl,N2
ExtIvntSel,N2
ExtName,N2
ExtOnErr,N2
ExtPath,N2
EXTRACTED_DATE,N1
ExtraDay,N1
ExtraDays,N1
ExtraMonth,N1
ExTransId,N2
ExtraSum,N2
ExtRevAct,N2
ExtrMatch,N2
ExtTaxRate,N2
ExtTaxSum,N2
ExtTaxSumF,N2
ExtTaxSumS,N2
ExtVatPcnt,N2
ExtVatSum,N2
ExtVatSumF,N3
ExtVatSumS,N3
ExWTLiabl,N3
EYEWEAR,N1
eZipCode,N1
F_DueDate,N2
f_id,N2
F_RefDate,N2
F_TaxDate,N2
f1,N3
F100Name,N2
F100NamePl,N2
f2,N3
FacID,N2
facility_code,N1
FactNoCust,N2
Factor,N1
FACTOR1,N1
FACTOR2,N1
FACTOR3,N1
FACTOR4,N1
FACTOR5,N1
FactorAM,N2
FactorFFY,N2
FactorId,N1
FactorName,N1
Faculty,N1
FacWthCust,N2
FADebit,N2
Failed,N1
FailedLog,N1
FailRpn,N2
FalseM,N2
FalseX,N2
FalseY,N2
FalseZ,N2
Family,N1
family_name,N1
Famous_Release_date,N1
Famous_Title,N1
Farm_ID,N1
Fastest_Qualifying,N1
fastestLap,N1
fastestLapSpeed,N1
fastestLapTime,N1
Fate,N1
Father,N1
FatherCard,N1
FatherCode,N1
FatherID,N1
FatherLine,N1
FatherLn,N2
FatherMenu,N1
FatherName,N1
FatherNum,N2
FatherType,N1
FathId,N2
fault_description,N1
fault_log_entry_datetime,N1
fault_log_entry_id,N1
fault_short_name,N1
fault_status,N1
Fax,N1
FaxF,N2
FaxNum,N2
FaxNumber,N1
FcBalLine,N3
FCCredit,N2
FCCurrency,N2
FCDebit,N2
FCdTrdPtyS,N3
FCEPmnMean,N3
FCERelevnt,N3
FCEVldte,N3
FCI,N3
FcNoBlnc,N3
FCode,N2
FCredAmnt1,N2
FCTAbs,N3
FcTotal,N3
FDA_approved,N2
FDate,N2
FDebAmnt1,N3
feature_description,N1
Feature_Details,N1
Feature_ID,N1
feature_name,N1
Feature_Permanent_Identifier,N1
feature_type_code,N1
feature_type_name,N1
FeatureClassRef,N2
FeatureDetailURL,N2
FechaTimbr,N2
FedTaxID,N2
Fee,N1
FeeAcc,N2
FeeAct,N2
FeeAmt,N2
FeeAmtFC,N2
FeeAmtSC,N2
FeeCurr,N2
FeeFC,N2
FeeLC,N2
FeeProfit2,N1
FeeProfit3,N1
FeeProfit4,N1
FeeProfit5,N1
FeeProfitC,N2
FeeProj,N2
Female_ID,N1
Festival_ID,N1
Festival_Name,N1
FETALMORT,N3
FeTaxCode,N2
FeVatGroup,N2
FExcBasSum,N3
FFG,N3
FGBlue,N3
FGEnabled,N2
FGGreen,N2
FGRed,N2
FGroupCode,N2
Field,N1
Field1,N2
Field2,N2
FieldAlias,N2
FieldDesc,N2
FieldId,N2
FIELDL,N3
FIELDLD,N2
FIELDLLOCATION,N1
FieldName,N1
FieldNames,N1
FieldNum,N2
FieldPos,N2
FieldsInKe,N2
FieldsNum,N2
FieldType,N1
FieldValue,N1
FieldXPath,N1
FILE,N1
File_name,N1
file_size,N1
FileCode,N1
FileCode2,N1
FileContnt,N2
FileCRC,N2
FileDate,N1
FileExport,N1
FileExt,N2
FileFmtCo,N2
FileFolder,N1
FileFormat,N1
fileName,N1
FileNP,N2
FilEntry,N2
FilePath,N1
FilePlug,N1
FILEREC,N2
FileReport,N1
FileSeqNNo,N2
FileStorag,N2
FileType,N1
FILLCAP,N1
Filler,N1
Film_ID,N1
FiltCollPct,N2
FiltCollPctScP,N2
Filtered,N1
FilterExe,N2
FilterID,N1
FilterName,N1
FilterRule,N1
FilterType,N1
Final,N1
final_game,N1
Final_Table_Made,N1
FinalOrg,N2
FinalSum,N1
FinalSumFC,N2
FinalSumSC,N2
Finance_ID,N1
FinancVol,N2
FinancYear,N2
Finanse,N1
FineAcct,N2
FineAmnt,N2
FineDate,N1
FINISH,N1
FinishDate,N1
FINISHED,N1
finishing,N1
FinishTime,N1
FinishUser,N1
FinncPriod,N2
FinYear,N2
FIPROJECT,N2
Fire,N1
FIREORGIN,N1
FirmCode,N1
FirmName,N1
First,N1
First_Elected,N1
First_Name,N1
First_year,N1
FirstDue,N1
FirstName,N1
FirstNum,N2
FirstPrint,N1
FirstReg,N2
FirstSum,N2
FiscalCode,N1
FiscalID,N1
FiscalYear,N1
FiscaMonth,N2
FiscDocNum,N2
FisNumber,N2
FisrtBin,N2
FisSeries,N2
FisUser,N2
FisYear,N2
Fix_date,N1
Fix_details,N1
FixAstMod,N2
FixCurr,N2
FixCurrCms,N2
FixdAssts,N2
Fixed,N1
Fixed_by,N1
FixedAmnt,N2
FixedAmout,N2
FixedAmtFC,N2
FixedAmtSC,N2
FixedCfm,N2
FixedRate,N1
FixedSum,N1
FixSumCurr,N2
FixType,N1
Flag,N1
Flags,N1
FlatAmount,N1
FlatTAmt,N2
FlatTAmtFC,N3
FlatTAmtSC,N3
fld_feature_1,N2
fld_feature_2,N2
fld_feature_3,N2
Fld2Alias,N2
Fld2CnsVal,N3
FldAbs,N2
FldAbsEnt,N2
FldCnstVal,N2
FldDate,N2
FldEntry,N2
FldIndex,N2
FldMethod,N2
FldName,N2
FldNum,N2
FldOp,N2
FldSource,N2
FldType,N2
FldValue,N2
Fleet_Series,N1
FlightNo,N2
FlLocation,N2
FllTxInAdv,N2
flno,N3
Floor_Exercise_Points,N1
Floors,N1
FlowDir,N2
FlowElemId,N2
FlPurCode,N2
FltBarLout,N2
FltEntry,N2
FlterFld,N2
FlwRefDate,N2
FlwRefNum,N3
FMeasure,N2
FmlId,N3
FmlLang,N3
FmlType,N2
Fname,N2
FNameSP,N2
FNDAbs,N3
FNOL_ID,N3
FobnLaC,N3
FobnLaCFC,N3
FobVal2,N3
FobVal2FC,N3
FobValCurr,N3
FobValue,N3
FobValueFC,N3
focal_length_mm,N1
FoCFrght,N3
FoCFrghtFC,N3
FoCFrghtSC,N3
FoCTax,N3
FoCTaxFC,N3
FoCTaxSC,N3
Folded,N1
FolderId,N1
FolderName,N1
FolderNum,N2
FolioNum,N2
FolioPref,N2
FollowCode,N1
followers,N1
FolNumFrom,N2
FolNumTo,N2
FolSeries,N2
FoneDlvryP,N2
Font,N1
FontName,N1
FontSize,N1
FOOD_TYPE,N1
Footer,N1
ForceReByC,N2
ForceReOrd,N2
ForceRSP,N2
forename,N1
ForFree,N1
ForgnExpn,N2
ForgnIncm,N3
Form,N1
form_description,N1
form_id,N1
form_name,N1
form_number,N1
form_status_code,N1
form_type_code,N1
Form1099,N1
Format,N1
FormatCode,N1
FormatFder,N2
FormatName,N1
formats,N1
FormatStr,N2
FormCode,N1
FormFinSt,N2
FormId,N1
FormMenuId,N1
FormNo,N2
formNum,N2
FormNumber,N1
ForMobile,N1
FormUid,N2
Formula,N1
FormulSign,N2
FormView,N1
ForwardCollisionWarning,N1
ForwardCollisionWarningId,N1
ForwardLabel,N1
ForwardTo,N1
Found_by,N1
Founded,N1
Founder,N1
fp,N3
Fraction,N1
franchise_id,N1
franchise_name,N1
FrceRfrsh,N3
Free,N1
free_1,N1
Free_2,N1
free_kick_accuracy,N1
Free_Text,N1
Free1,N1
Free2,N1
Free3,N1
Free4,N1
free83,N1
free84,N1
FreeChrg,N2
FreeChrgBP,N2
FreeChrgFC,N2
FreeChrgPU,N2
FreeChrgSA,N2
FreeChrgSC,N2
FreeText,N1
FreeText1,N1
FreeText2,N1
FreeText3,N1
FreeTxt,N2
FreeTxt1,N2
FreeTxt2,N2
FreeTxt3,N2
FreeTxt4,N2
FreeTxt5,N2
Freeze,N1
Freezed,N1
FreezeDoc,N2
FreeZoneNo,N2
FreighFC,N2
Freight,N1
Freight_Metric_Tonnes,N1
FreightSum,N1
FreighType,N1
FreigtFC,N2
FreigtSC,N2
Frequency,N1
FrExpensAc,N3
FreZoneNum,N2
FrgnAddr,N2
FrgnBnkBl,N3
Frgncntry,N2
FrgnCurr,N3
FrgnExpAcc,N3
FrgnFax,N3
FrgnInAcct,N3
FrgnMode,N2
FrgnName,N2
FrgnNamePl,N2
FrgnPhone1,N2
FrgnPhone2,N2
FrgnPmntBl,N3
FrgnReport,N2
FrHdrTax,N3
FriEnabled,N1
friend_id,N1
FrInvType,N2
FriStart,N1
FrLnTax,N3
FRM_TYPE,N2
FrmAddres1,N2
FrmAddres2,N2
FrmatStats,N3
FrmatType,N2
FrmBpDate,N2
FrmDueDate,N2
FrmFRNAmnt,N3
FrmGSTN,N3
FrmId,N2
FrmPlace,N2
FrmSalsMan,N2
FrmState,N2
FrmTraName,N2
FrmTrnsCod,N3
FrmTrnsNum,N2
FrmZipCode,N2
FrnBlnc,N3
FrnPrntHdr,N3
FRNTBUMP,N2
FRNTHOOD,N2
FRNTPILL,N2
FRNTWIND,N2
From,N1
FROM_FC,N2
FROM_M,N2
From_Permanent_Identifier,N1
From_Year,N1
FromAcct,N2
FromAmnt2,N2
FromAmount,N1
FromCardCo,N2
FromCntry,N2
FromDate,N1
FromDate3,N1
FromDate4,N1
FromDoc,N2
FromDoc1Nu,N2
FromDoc2Nu,N2
FromDoc3Nu,N2
FromDoc4Nu,N2
FromDoc5Nu,N2
FromDocNo,N2
FromDocNum,N2
FromDocTyp,N2
FromEntry,N1
FromIdc,N2
FromItem,N1
FromKey,N1
FromMark,N1
FromMemo,N1
FromMoney,N1
FromNode,N1
FromNumber,N1
FromObject,N1
FromPane,N1
FromPeriod,N1
FromPort,N1
FromPrject,N2
FromRef1,N2
FromRef2,N2
FromSeries,N1
FromStat,N2
FromString,N1
FromSum,N1
FromSysDat,N2
FromValue,N1
FromVatNo,N2
FromWhsCod,N3
FromWhse,N3
Frozen,N1
FrozenComm,N2
frozenFor,N1
frozenFrom,N1
frozenTo,N1
FrqncyIntr,N2
FrqncyType,N2
FrRevenuAc,N2
FRTCounter,N2
FSBI,N3
FscCdExpr,N3
FsCdMnDbR,N3
FsCdMnDbS,N3
FsCdTrdPty,N3
FstReqDate,N3
FTE_AY,N3
FthrPrcnt,N3
FtrICRLSum,N3
FtrICRSSum,N3
FtrIDRLSum,N3
FtrIDRSSum,N3
FtrOCRLSum,N3
FtrOCRSSum,N3
FtrODRLSum,N3
FtrODRSSum,N3
FType,N2
Fuel_Propulsion,N1
FUELCELL,N1
FuelCode,N1
FUELCOND,N2
FuelDeliveryInjectionType,N1
FuelDeliveryInjectionTypeId,N1
FUELEAK,N1
FUELLOC,N2
FUELNO,N2
FUELTYPE,N1
FuelTypePrimary,N1
FuelTypePrimaryId,N1
FuelTypeSecondary,N1
FuelTypeSecondaryId,N1
Fulfilled,N1
full_address,N1
FullCopied,N1
FullDay,N1
FullName,N1
FuncID,N2
FuncName,N2
functional_area_code,N1
functional_area_description,N1
Furmula,N1
Furniture_ID,N1
g,N3
g_1b,N3
g_2b,N3
g_3b,N3
g_all,N3
g_batting,N2
g_c,N3
g_cf,N3
g_defense,N2
g_dh,N3
g_idp,N3
g_lf,N3
g_name,N2
g_of,N3
g_p,N3
g_ph,N3
g_pr,N3
g_rf,N3
g_ss,N3
GAD1,N3
GAD2,N3
game_id,N1
game_num,N1
GameID,N1
games,N1
GamesPlayed,N1
GAWRFRONT,N3
GAWRREAR,N3
GbiDataLen,N3
GbiDataTyp,N3
GBIntface,N3
GBIPath,N2
GbiSupport,N2
GBOpenFile,N2
gcf,N3
GCSOBTAINED,N3
GDP,N3
GdsMovType,N2
GENDER,N1
gender_code,N1
gender_mf,N2
Gender_MFU,N2
GenPassprt,N2
genre,N1
genre_id,N1
genre_is,N1
GenRegNo,N2
GenreId,N1
GenrlDefs,N2
GenType,N2
genus,N1
Genus_species,N1
Geo_Datum,N2
gf,N3
ghome,N2
GiaCode,N2
gid,N3
GIS_Location_ID,N2
GIS_Notes,N2
gk_diving,N2
gk_handling,N2
gk_kicking,N2
gk_positioning,N2
gk_reflexes,N2
GLAccCode,N2
GLAccName,N2
GLAccount,N2
GLAcct,N2
GLAct,N3
GLAZIMP,N2
GLAZINGCONT,N2
GLAZLOC,N2
GLAZOCC,N2
GLAZPRE,N2
GLAZTYPE,N2
GlblLocNum,N2
GlbLocNumB,N2
GlbLocNumS,N2
GLConDiffG,N3
GLConDiffL,N3
glf,N3
GLGainXdif,N2
GLIntriAct,N3
GLLossXdif,N3
GLMethod,N2
Global,N1
GLPickMeth,N2
GlRvOffAct,N2
GName,N2
GNIS_ID,N3
GNIS_Name,N2
GNP,N3
GNPOld,N3
GNRECode,N3
GoalDesc,N2
GoalNum,N2
GoalQid,N2
Goals,N1
GoalValue,N1
GoddsShip,N2
Gold,N1
good_or_bad_customer,N1
GosnerStages,N1
GovContrID,N2
GovernmentForm,N1
Governor,N1
govID,N2
gp,N3
GPBefDisc,N3
GPByCC,N3
GPCCode,N2
GPCId,N3
GPPercByCC,N3
GPPrcntSrv,N3
GPSData,N2
GPSUnit,N2
GPTtlBasPr,N3
grade,N1
gradepoint,N2
Graduate,N1
Graduation_College,N1
grant_amount,N1
grant_end_date,N1
grant_id,N1
grant_start_date,N1
Grape,N1
Graphics_mode,N1
Gravid,N2
GreatLake,N1
grf,N3
grid,N1
GridColumn,N1
GridID,N2
GridRow,N2
GridSize,N1
GridType,N1
GrntExp,N2
GrntStart,N2
GrosProfFC,N3
GrosProfit,N2
GrosProfSy,N2
Gross,N1
Gross_in_dollar,N1
Gross_worldwide,N1
GrossAmnt,N2
GrossBase,N2
GrossBuyPr,N2
GrossBySal,N2
GrossCombWeightRatingFrom,N1
GrossCombWeightRatingFromId,N1
GrossCombWeightRatingTo,N1
GrossCombWeightRatingToId,N1
GrossFc,N2
GrossSale,N1
GrossSc,N2
GrossValFc,N2
GrossValue,N1
GrossVehicleWeightRatingFrom,N1
GrossVehicleWeightRatingFromId,N1
GrossVehicleWeightRatingTo,N1
GrossVehicleWeightRatingToId,N1
Group,N1
Group_Equity_Shareholding,N1
Group1,N1
Group2,N1
GroupBy,N1
GroupCode,N1
GroupData,N1
GroupDec,N2
GroupId,N1
Grouping,N1
GroupInv,N2
GroupItem,N1
GroupLine,N1
GroupLink,N1
GroupMask,N1
GroupName,N1
GroupNum,N2
GroupPmRef,N2
GROUPS,N1
GroupTrans,N2
GroupType,N1
Grp_Code,N2
GrpByAgrNo,N2
GrpByBank,N2
GrpByCur,N2
GrpByDate,N2
GrpBySCode,N2
GrpCode,N2
GrpId,N2
GrpLine,N2
GrpMethod,N2
GrpName,N2
GrpPeriods,N2
GrPrPerc,N3
GrsAmount,N2
GrsAmt,N3
GrsFC,N3
GrsFreight,N2
GrssAmntFC,N3
GrssAmntSC,N3
GrssAmount,N2
GrsSC,N3
GrssPrByCC,N3
GrssProfFC,N3
GrssProfit,N2
GrssProfSC,N3
GrsWeight,N2
gs,N3
GSTCharges,N2
GSTCode,N2
GSTFee,N3
GSTInAct,N2
GSTInterst,N2
GSTISD,N3
GSTIsUT,N3
GSTPath,N2
GstPayAct,N2
GstRecvAct,N2
GSTRegnNo,N2
GSTRelevnt,N3
GSTRelevt,N3
GstTaxCtg,N3
GSTTDS,N3
GSTTranTyp,N2
GSTType,N2
GTotal,N2
GTotalFC,N3
GTotalSC,N3
GTSBankAct,N2
GTSBilAddr,N2
GTSDftChk,N3
GTSDftPye,N3
GTSInPath,N2
GtsInvNum,N2
GtsMapNum,N2
GTSMaxAmt,N2
GTSOutPath,N2
GTSRegNum,N2
GTSRlvnt,N3
GTSSep,N2
GtsStatus,N2
GType,N2
guest_first_name,N1
guest_id,N1
guest_last_name,N1
Guid,N3
Gust,N1
GVWR,N3
Gymnast_ID,N1
h,N3
ha,N3
Habitat,N1
Habitat_Date,N1
Habitat_ID,N1
HaExistBoe,N2
half,N1
Half_meter,N1
hand,N1
HandCopies,N1
HandledBy,N1
HandleEDoc,N2
HandlerCfg,N2
HandlerTyp,N2
HandWriten,N1
Handwrtten,N1
Hanyu_Pinyin,N2
Hanzi,N2
Hardware_colours,N1
Hardware_Model_name,N1
HARNESSDESIGN,N1
HARNESSUSE,N1
hasBenthos_Metric,N1
hasBenthos_MMI_OE,N2
Hash,N1
HashCount,N1
HashData,N1
HashInpNm,N2
HasM,N2
hasPeriphyton_ChlorAFDM,N2
hasPeriphyton_ChlorAFDMQAQC,N2
hasPeriphyton_DF,N2
hasPeriphyton_Metric,N1
hasPeriphyton_MetricLoren_Legacy,N2
HasSons,N1
hasWaterEPA,N2
hasWaterETC,N2
hasWaterFLBS,N2
hasWaterKiowa,N1
hasWaterNRSA,N2
HasZ,N2
HBCode,N2
HBI,N3
HBIScM,N3
hbp,N3
HDOP,N3
Head,N1
head_ID,N1
HEADANGLECAT,N2
Header,N1
HeaderId,N1
Heading,N1
heading_accuracy,N1
HEADINGANG,N2
HeadlampLightSource,N1
HeadlampLightSourceID,N1
HeadOfState,N1
Headquarter,N1
Headquartered_City,N1
Headquarters,N1
HEADRESTACT,N2
HEADRESTDAM,N2
HEADRESTYPE,N2
HeaInsCode,N2
HeaInsName,N2
HeaInsType,N2
HEIGHT,N1
Height_feet,N1
Height1,N1
Height2,N1
Herb,N1
Hght1Unit,N2
Hght2Unit,N2
HH_ID,N3
Hidden,N1
HideAct,N2
HideComp,N2
HidEmpRptt,N2
HideNTrans,N2
HideVal,N2
HierchDdct,N3
High_Estimate,N1
high_temperature,N1
Highest,N1
highest_elevation,N1
highest_point,N1
Highest_Position,N1
Hight_definition_TV,N1
HightAdjst,N2
HiLtrFrmt,N2
HIRE_DATE,N1
HireDate,N1
Hispanic,N1
HistOrdDpr,N2
History,N1
HistoryId,N1
HistTblCrt,N2
HldaysProd,N2
HldaysPurc,N2
HldCode,N2
Hogs,N1
Home_Town,N1
Home_city,N1
Home_Games,N1
home_phone,N1
Home_team,N1
homeBlock,N1
HomeBuild,N1
homeCity,N1
homeCountr,N2
homeCounty,N1
homepage,N1
HomePhone,N1
homeState,N1
homeStreet,N1
homeTel,N2
Hometown,N1
homeZip,N1
Horizontal_Bar_Points,N1
HorizPositionalAccuracyReport,N1
Horsepower,N1
HOSPDIASTOLIC,N2
HOSPGCS,N3
HOSPGCSEYE,N3
HOSPGCSLOC,N3
HOSPGCSMOD,N3
HOSPGCSMOTOR,N3
HOSPGCSTIME,N3
HOSPGCSVERB,N3
HOSPPULSE,N2
HOSPRESPRATE,N2
HOSPSTAY,N2
HOSPSYSTOLIC,N2
HOSPVITALSRC,N2
HOSPVITALTIME,N2
Host,N1
Host_City,N1
Host_city_ID,N1
Host_ID,N1
Hosts,N1
hotel_id,N1
Hour,N1
HourFrom,N1
Hours,N1
Hours_Played,N1
HoursPerWeek,N1
HourTo,N1
HousActKey,N2
HousBnkAct,N2
HousBnkBrn,N2
HousBnkCry,N2
HousCtlKey,N2
HOUSE_NUMBER,N1
HouseBank,N1
How_to_Get_There,N1
HOWUSED,N1
HQLocation,N1
hr,N3
hra,N3
HS,N3
HsBnkIBAN,N3
HsBnkSwift,N3
HscAcc,N3
HscAmnt,N3
HscAmntFC,N3
HscAmntSC,N3
HscAppl,N3
HscApplFC,N3
HscApplSC,N3
HscBAmt,N3
HscBAmtFC,N3
HscBAmtSC,N3
HscIntAcct,N3
HscRate,N3
hse_feature_1,N2
hse_feature_2,N2
hse_feature_3,N2
HsnEntry,N2
HtmlDirect,N2
HUC10,N3
HUC12,N3
HUC14,N3
HUC16,N3
HUC2,N3
HUC4,N3
HUC6,N3
HUC8,N3
HUDigit,N3
HUMod,N3
HUType,N2
HWY_Mile_Marker,N2
HYDROGRAPHICCATEGORY,N1
Hydrology,N1
HydroSeq,N2
i_ID,N3
IAEnable,N2
iata,N3
IBAN,N3
ibb,N3
IbgeCode,N3
icao,N3
ICClrAct,N3
ICDifExPe1,N3
ICDifExPe2,N3
ICDifExPe3,N3
ICFINALBODY,N2
ICS_TYPE,N2
ICSCONFIDENCE,N2
ICSNO,N3
ICSNOTE,N3
ICTCard,N2
ID,N2
Id_,N2
ID_TOKEN,N2
IdCode,N1
IdEntry,N1
IdexCode,N2
IdNumber,N1
IDType,N2
IdxGridSize,N2
IdxOriginX,N2
IdxOriginY,N2
IENumber,N2
IepsPayer,N2
IEST,N3
If_Affirmative_Win,N1
If_first_show,N1
If_full_time,N1
IfrsPsting,N3
IGCYCDOWN,N3
IGCYCRASH,N3
IgnDtOwn,N3
IgnFail,N2
IgnoreAdde,N2
IgnoreAdj,N2
IgnoreCLT,N2
IgnPreUpd,N3
IgnRelDoc,N3
ignrWnd,N3
IgrAllCash,N3
IgstAcc,N3
IgstAmnt,N3
IgstAmntFC,N3
IgstAmntSC,N3
IgstAppl,N2
IgstApplFC,N3
IgstApplSC,N3
IgstBAmt,N3
IgstBAmtFC,N3
IgstBAmtSC,N3
IgstRate,N3
IHSAA_Class,N3
IHSAA_Football_Class,N2
ILMEntry,N3
image_alt_text,N2
image_id,N1
image_name,N1
image_url,N1
ImCardName,N2
IMCEEnable,N3
ImInfSup,N3
IMPAIREDCOAG,N2
IMPAIRMENT_DESCRIPTION,N1
IMPAIRMENT_ID,N1
ImpDocNum,N2
ImpDocType,N2
ImpExpDate,N2
ImpExpInd,N2
ImpExpNo,N2
IMPLANTFUS,N3
ImpLogFrom,N2
ImpLogTo,N2
ImpORExp,N3
Import,N1
IMPORT_benthos_OE_OE_P_5,N3
ImportDate,N1
Imported,N1
ImportEnt,N2
ImportFmt,N2
ImportLog,N1
imprtDate,N2
ImpStmt,N2
In_office,N2
In_protocol,N2
In1099,N2
Inactive,N1
InActMkt,N2
InActPln,N2
InActRpt,N2
InAmntLWA,N3
InAmount,N1
InBndFile,N2
IncAct,N3
IncCorAlt,N3
incCustom,N2
IncGRandDL,N3
IncHisData,N2
incident_id,N1
incident_summary,N1
incident_type_code,N1
incident_type_description,N1
InclAmntFC,N3
InclAmntLC,N2
InClassCat,N2
InClassTyp,N2
InclHldays,N2
InclParts,N2
InclSalv,N2
InclTitle,N2
InclTravel,N2
INCLUDE,N1
IncludeInNationalStats,N1
IncludeWTR,N2
InclWork,N2
IncmAcct,N2
IncNature,N2
IncomeAcct,N2
IncomeAct,N2
IncomeFC,N2
IncomeLC,N2
IncomeSC,N2
IncomeTax,N1
Incomimg,N2
IncomType,N2
InconsType,N2
Incorporated_in,N1
InCostRoll,N2
Incoterms,N2
IncPartPay,N2
IncPrevDoc,N2
IncrAcct,N2
IncreasAc,N2
IncresGlAc,N3
IncServDoc,N2
INCSingToV,N3
InCSTCode,N3
IncSubject,N2
IncUnReDoc,N3
InCustCalc,N2
IncVal,N2
InDate,N2
IndCode,N2
IndDesc,N2
IndentChar,N2
IndepYear,N2
IndEscala,N3
Index,N1
Index1,N1
IndexCode,N1
IndexedObjectId,N1
IndexID,N1
IndexName,N1
IndexRate,N1
IndexType,N1
IndFinal,N2
Indicator,N1
IndirctTax,N2
Indirect,N1
individual_address,N1
individual_email,N1
individual_first_name,N1
individual_id,N1
individual_last_name,N1
individual_middle_name,N1
IndName,N2
IndProc,N2
inducted,N1
Industry,N1
IndustryC,N2
IndvCount,N2
InFirstIns,N2
InflaReval,N2
Info,N1
INFO_COMMENT,N1
Info1Field,N1
Info1File,N1
Info2Field,N1
Info2File,N1
Info3Field,N1
Info3File,N1
Info4Field,N1
Info4File,N1
InfoA1,N2
InfoA2,N2
InfoCode,N1
InfoFile,N1
InfoL1,N2
InfoL2,N2
InfoLog,N1
InfoType,N1
Infraclass,N1
Infraorder,N1
IngClrAc,N3
InGrossRev,N2
inidividual_phone,N1
Initial,N1
InitialNum,N2
InitialOrg,N2
INITLANE,N3
InitMap,N1
InitObjAbs,N2
INITOBJCLASS,N2
InitObjTyp,N2
InitRate,N2
InitRef2,N2
InitRef3Ln,N2
InitStd,N2
INJLEVEL,N2
INJNO,N2
INJNUM,N2
INJSTATUS,N2
injured,N1
InMatchNum,N2
INMBaseRef,N3
INMCreatBy,N3
INMDocDate,N3
INMemo,N3
INMInst,N3
INMLineNum,N2
