text,category,label
SHIPMENT_ITEMS,N1,0
maxoccupancy,N1,0
CFTID,N3,2
EDREVENT,N2,1
SERIESPOO,N2,1
metaname,N1,0
SALES,N1,0
classid,N1,0
sfi18,N3,2
PaidDpm,N3,2
Order_Items,N1,0
tblfielddataamphibianeggmasscounts,N2,1
DISCRATE,N2,1
txd2,N3,2
DELIST,N1,0
CHKINTIME,N2,1
crdfromcod,N2,1
JobSetting,N1,0
hospdiastolic,N2,1
rtw1,N3,2
DRAFTENTRY,N1,0
RelatedTyp,N2,1
btfline,N2,1
LOGNUM,N2,1
comment,N1,0
WTLINE,N2,1
TIREPLAC,N2,1
CreditCard,N1,0
reptmethod,N2,1
ExpndSel,N2,1
occurdate,N2,1
OCMF,N3,2
co_rivpacs_2009_otu,N3,2
CHECKBOX31,N1,0
HH_ID,N3,2
OLGT,N3,2
wiztype,N2,1
WebSite,N1,0
starttime,N1,0
%_CHANGE_2007,N2,1
custmrddct,N2,1
EnblLC,N3,2
AGTCOLLECT,N2,1
reasoncode,N1,0
essn,N3,2
docamount,N2,1
CSI3,N3,2
transmode,N2,1
JKWGT32,N3,2
debltotal,N2,1
DRPRESENT,N2,1
DpstAcct,N2,1
TOTAL,N1,0
PKFIELD3,N3,2
manufacturer_id,N1,0
mandateid,N1,0
END_MIN,N2,1
periodabs,N2,1
DRINK,N1,0
subproject,N1,0
ROUNDMETH,N2,1
PrePRWeb,N2,1
uomentry,N2,1
CostOH,N2,1
onhandbef,N2,1
PACT1,N3,2
ROLLTYPE,N1,0
TRGETENTRY,N2,1
problem_category_description,N1,0
ttlcostsc,N3,2
linkact_24,N2,1
BPGrpCod,N3,2
TransToTec,N2,1
SHAPE,N1,0
gk_handling,N2,1
DiffPercnt,N2,1
mobileuser,N1,0
UIVQ,N3,2
VARIABLESI,N1,0
isimce,N3,2
RENBVEACT,N3,2
FILECONTNT,N2,1
decracct,N2,1
PECADDR,N3,2
LocCurr,N2,1
cllctautor,N2,1
NXTPMNTDAT,N2,1
plantime,N1,0
AMGP,N3,2
transID,N2,1
EFFECTQTY,N2,1
expref5,N3,2
MEMOSRCSNG,N2,1
fld_feature_3,N2,1
Src,N2,1
BnkCodDgts,N2,1
ApUserSign,N2,1
coopassoct,N2,1
SummayFld,N2,1
ICDifExPe2,N3,2
StdCost8,N2,1
tip,N1,0
BoeDisAmnt,N2,1
breed_code,N1,0
GROSSAMNT,N2,1
cnjpman,N3,2
JOBHANCONF,N2,1
FRMDUEDATE,N2,1
hwy mile marker,N2,1
Document_Functional_Areas,N1,0
chargerlevelid,N1,0
GENDER_MF,N2,1
loser_hand,N1,0
RESOURCES,N1,0
BASEABSID,N2,1
SFC17,N3,2
AEquetyAct,N2,1
bopbalance,N2,1
EXPVATSUMF,N3,2
shot_power,N1,0
PRR19,N3,2
SpltTrBOE1,N3,2
SortOrder,N1,0
PARK,N1,0
MtnIndex,N3,2
QRYGROUP59,N2,1
DftResWhs,N3,2
RDR12,N3,2
PRNDSCNT,N2,1
dfltduntrm,N3,2
CheckSumFC,N2,1
MAX_PAGE_SIZE,N1,0
acr5,N3,2
CHECKACCT,N2,1
DOCBILLDT,N2,1
refindcod2,N2,1
island,N1,0
FactNoCust,N2,1
IngClrAc,N3,2
AccType,N2,1
NCorrInv,N3,2
FORMS,N1,0
LocStaGSTN,N3,2
ExDiffAct,N3,2
STRID13,N3,2
ensetcost,N2,1
wasqty,N2,1
XAP3,N3,2
cell_mobile_phone_number,N1,0
frc1,N3,2
CREDLTOTAL,N2,1
APPLSUM,N2,1
needed_note,N1,0
USRNUMBER4,N2,1
blen2unit,N3,2
RptLayout,N2,1
COOPASSOCT,N2,1
inccustom,N2,1
kpivalue25,N3,2
LimitTo,N1,0
rrr5,N3,2
free_kick_accuracy,N1,0
Catalog_Structure,N1,0
ObjectC5,N3,2
oinv,N3,2
Party_Forms,N1,0
AlocCstAct,N2,1
ADDDLNBLNC,N2,1
costname10,N1,0
telephone,N1,0
Party_Details,N1,0
Coach_ID,N1,0
GAWRREAR,N3,2
used_kb,N2,1
current,N1,0
ado12,N3,2
ccowner,N2,1
xrudf,N3,2
ALLOWENCES,N1,0
AAD1,N3,2
AddressType,N1,0
OILMEntry,N3,2
slimtype,N1,0
winner_ht,N2,1
dpapplnets,N3,2
udfalias_1,N3,2
f2,N3,2
EQPERCENT,N2,1
CDC,N3,2
BAGDVLONG,N3,2
BOXCODE,N1,0
CRD9,N3,2
MAILSHOT_ID,N1,0
WTQ15,N3,2
SOI5,N3,2
DRAWNTOTAL,N1,0
blen1unit,N3,2
len2unit,N2,1
Calc,N2,1
BASEVATSC,N2,1
VisibilityFilter,N1,0
npcfail,N3,2
modif11,N3,2
atsp,N3,2
AMR4,N3,2
ASSIGNTIME,N1,0
drf19,N3,2
EDOCTYPE,N2,1
PorName,N2,1
Number_in_season,N1,0
DeclNum,N2,1
buildUpPlayPassingClass,N1,0
IMPORTED,N1,0
psustrat,N3,2
owupr,N3,2
AWTD,N3,2
CardNum,N2,1
tblFieldDataSnakeDataCollection,N2,1
ORPC,N3,2
PYMNUM,N2,1
stagedep3,N2,1
ISNATTRANS,N2,1
exdiffact,N3,2
BPCHCNTC,N2,1
AmntPdByTr,N3,2
ORCP,N3,2
TransTime,N2,1
apt_number,N2,1
CATEGORY_ID,N1,0
BASEAMNTSC,N2,1
BINATTR7TO,N3,2
CBFilter,N2,1
Settings,N1,0
retindex,N2,1
order_details,N1,0
ImportFmt,N2,1
contactlog,N1,0
ERA,N3,2
CYLINDERS,N1,0
b1salesapp,N2,1
BAGMALFUNCTION,N1,0
height_info,N1,0
ROLLINITYP,N2,1
ccfg,N3,2
team,N1,0
paybnkbrnc,N2,1
CTBR,N3,2
basrvsfc,N3,2
time_of_purchase,N1,0
gk_kicking,N2,1
OUTBNKKEY,N2,1
INS,N3,2
OTRA,N3,2
steeringlocation,N1,0
lndatanum,N2,1
max1099,N2,1
basegrssc,N3,2
lstrunstat,N2,1
VRW1,N3,2
CHILDSEATNO,N1,0
END,N1,0
PROPDESC,N2,1
ranking_criteria,N1,0
DeltaCoeff,N2,1
iata,N3,2
validuntil,N1,0
ATTR8ABS,N3,2
evtnotify,N2,1
estreet,N1,0
ref_characteristic_types,N1,0
birth_city,N1,0
dpappldctf,N3,2
fac1,N3,2
WVT5,N3,2
mnyval4,N3,2
CPYCVREF,N3,2
LINKACT_18,N2,1
EXPANDINDX,N2,1
SIVE,N3,2
chargedqty,N1,0
nhdwaterbodysl_shape_index,N2,1
cntaddr,N2,1
PROPERTY_ADDRESS,N1,0
date_order_placed,N1,0
hydro_net_junctions_shape_index,N1,0
FARM_ID,N1,0
updated_by,N1,0
board #,N1,0
RPC25,N3,2
ReconJEId,N2,1
mth3v,N3,2
analysrpt,N2,1
wednesday,N1,0
BirthPlace,N1,0
LnType,N2,1
FCEPMNMEAN,N3,2
filecode2,N1,0
DCTSUM,N2,1
INFRACLASS,N1,0
domain_author,N1,0
DESTID,N2,1
keyvalue1,N1,0
atomid04,N2,1
evaluation,N1,0
avgprice,N1,0
ObjectC13,N3,2
EnblACTRep,N3,2
typical_buying_price,N1,0
PERIODSITU,N2,1
Namespace,N1,0
AEBK,N3,2
frmtrnscod,N3,2
franchise_name,N1,0
FrmDueDate,N2,1
SrcField,N2,1
rcmdefwhs,N3,2
CgstAmntFC,N3,2
presence_first,N1,0
PRODUCTPHOTO,N1,0
ACR2,N3,2
Openning_year,N1,0
VISIT_DATE,N1,0
CCDLineNum,N3,2
_width,N1,0
BCICMSSC,N3,2
REVIEW_COUNT,N1,0
SHandleWT,N2,1
b1wfinstid,N3,2
VARIANCACT,N2,1
EDocURL2,N2,1
RepBusType,N1,0
oktmo,N3,2
tblEvents,N2,1
MonEnabled,N2,1
lakecountid,N1,0
Slope_shape,N1,0
oepe,N3,2
orderblock,N1,0
onfn,N3,2
txoffcno,N2,1
repsname,N2,1
ISSMS,N3,2
LINEACTTYP,N2,1
QRYGROUP19,N2,1
WORKSHOP,N1,0
bind,N1,0
isava,N3,2
WTQ,N3,2
defenceteamwidthclass,N1,0
CSTMINSTK,N3,2
qrygroup26,N2,1
MivzExpSts,N3,2
StatusTo,N2,1
TREEQTY,N2,1
TOPANE,N2,1
relate_id_a,N3,2
INCHISDATA,N2,1
COUNCIL_TAX_ID,N1,0
monthdays,N1,0
ASC2,N3,2
Show_ID,N1,0
draft_details,N1,0
engineer_visit_id,N1,0
DBOBJVERDE,N3,2
low_temperature,N1,0
wbdhu10_shape_index,N2,1
STADIUM,N1,0
ISADD64,N2,1
emailaddr,N2,1
linerate,N1,0
acqprtyp,N3,2
recfront1,N3,2
SEQUENCENO,N1,0
QUERYTIME,N1,0
asnbrnchbp,N2,1
delivery,N1,0
ENZYME_ID,N1,0
CashErrRes,N2,1
SCRAPREASON,N1,0
STDCOST8,N2,1
SimReport,N2,1
pwdexample,N2,1
PDN23,N3,2
PLAYER_MATCH,N1,0
DLN24,N3,2
CogsOcrCo3,N3,2
date_payment_made,N1,0
DIM2RELVNT,N2,1
BLNCDUE,N2,1
autokey,N1,0
INV9,N3,2
RctType,N2,1
y,N3,2
CIN17,N3,2
ForwardTo,N1,0
OVERSTORY_ID,N1,0
othertax,N1,0
HSE_FEATURE_3,N2,1
GBI14,N3,2
awor,N3,2
DiExpoCont,N2,1
CNTUNITMSR,N3,2
PO,N3,2
SHRID,N3,2
product_category_code,N1,0
MAXROWSCFL,N2,1
opvalue,N2,1
AECM,N3,2
BankFrom,N1,0
ofnd,N3,2
GrosProfit,N2,1
dfljet,N3,2
postingtyp,N2,1
tcd3id,N3,2
fldentry,N2,1
applrvssc,N3,2
Template_Details,N1,0
IsUpdNstdB,N1,0
SHIPER,N1,0
AbsEbtry,N3,2
AMR2,N3,2
qop,N3,2
FINALSUMFC,N2,1
ETRTAXPERS,N3,2
acd1,N3,2
RefObjKey2,N2,1
CINEMA,N1,0
OBNK,N3,2
enblvatgrp,N3,2
propdesc,N2,1
citation_num,N1,0
icdifexpe2,N3,2
ResStdEx10,N3,2
WNDTO,N2,1
DptTime,N2,1
CHECKPMNT,N2,1
dfltreport,N2,1
cancresp,N2,1
vpicmodel,N3,2
TarLocName,N2,1
iod2,N3,2
UUID,N3,2
dpi27,N3,2
countrys,N2,1
pmndocentr,N3,2
SEAT,N1,0
menutype,N1,0
impstmt,N2,1
KeyFld_4_V,N3,2
truck,N1,0
ethnicgroup,N1,0
OFPR,N3,2
MatchLog,N1,0
UDOCODE,N3,2
REMINDFLG,N2,1
Problem_Status_Codes,N1,0
ISDFCPIM,N3,2
IGN7,N3,2
TPWID,N3,2
cpn3,N3,2
SalesOrderHeader,N1,0
OMAO,N3,2
Start_Date,N1,0
BK,N3,2
reversed,N1,0
FROMMONEY,N1,0
is_open,N1,0
ccdentry,N3,2
INDESCALA,N3,2
HASWATEREPA,N2,1
APARTMENT_BOOKINGS,N1,0
deleted,N1,0
TrnsTtlAmt,N2,1
Publication_Date,N1,0
excltaxrep,N3,2
OEI25,N3,2
actref1,N2,1
Report_details,N1,0
AIN2,N3,2
ibb,N3,2
Incomimg,N2,1
ManufacturerFullName,N1,0
ACCTREQ,N2,1
PROPERTY_TYPE_CODE,N1,0
cdcoffset,N2,1
XROBJ,N3,2
TaaSPurcAc,N3,2
app_all,N1,0
reqcode,N2,1
DspBokpWin,N3,2
MaxSum,N1,0
CheckAcct,N2,1
RCT3,N3,2
focfrght,N3,2
document_status_code,N1,0
slr1,N3,2
SHIPPING_AGENT_DESCRIPTION,N1,0
serie1,N1,0
amerindian,N1,0
srcprice,N2,1
PMNOBJTYPE,N2,1
rdn4,N3,2
IsDeleted,N1,0
DocQtLm,N3,2
FlwRefNum,N3,2
dpi17,N3,2
COMMENTSRHITHRONXROMN,N2,1
wor1,N3,2
ASSVAL4WTR,N3,2
posts,N1,0
AddDlnBlnc,N2,1
SOURCEBEGINGEN,N2,1
IsLogo,N1,0
vatblcksc,N3,2
incval,N2,1
rai_tolerance_value,N3,2
podcasts,N1,0
Tidally_Influenced,N1,0
owtr,N3,2
IWR1,N3,2
acc_notes,N2,1
EnblDays,N2,1
pch7,N3,2
RECFRPRESS2,N3,2
feelc,N2,1
qrygroup43,N2,1
usersign2,N1,0
payment_date,N1,0
OWNERS,N1,0
FACULTY,N1,0
CMPANYNAME,N2,1
defaultnum,N2,1
OIOD,N3,2
itemuom,N2,1
FDA_APPROVED,N2,1
login_name,N1,0
oadp,N3,2
OVERCODE2,N1,0
EMSGCSMOTOR,N3,2
ActZeroBln,N2,1
fixastmod,N2,1
minmsgid,N2,1
retdate,N1,0
ENBLSTAGRP,N3,2
Concess,N2,1
qut13,N3,2
opra,N3,2
NEWUSFLIFE,N2,1
OriginAbs,N2,1
FtrIDRLSum,N3,2
boediscd,N3,2
PQTGrpNum,N3,2
OrDpAcc1,N3,2
souvirasst,N2,1
enginebrakehp_to,N2,1
DFLIBAN,N3,2
Document_Details,N1,0
ERRACT,N2,1
ConfDate1,N2,1
prestab,N3,2
indexname,N1,0
isdeleted,N1,0
CFOPIOS,N3,2
gbi11,N3,2
cashlimit,N1,0
PHONE2,N1,0
dpmintact,N3,2
other_route_details,N1,0
OcrFrom2,N3,2
LNDATANUM,N2,1
DEFLT_REP,N3,2
APLN,N3,2
bpbankcode,N2,1
DSPIBPDOC,N3,2
bagflapsdam,N2,1
OcrChkDim5,N3,2
ITEMCODETO,N1,0
FirstDue,N1,0
keycode,N1,0
GENERALINFO,N1,0
Param,N2,1
emp_hiredate,N2,1
rodbguid,N2,1
PMG6,N3,2
COpnBlnAct,N2,1
LineMemo,N1,0
scrt,N3,2
cnsdvendor,N2,1
PoSt_ID,N3,2
fielding_outfield,N1,0
expnsname,N2,1
grant_end_date,N1,0
ARSC6,N3,2
batterykwh_from,N2,1
bwdth1unit,N2,1
JST1,N3,2
AAC1,N3,2
AttachDAG,N2,1
op_4,N3,2
enabled,N1,0
OCSV,N3,2
ExpectBal,N2,1
VatAppldFC,N3,2
Route,N1,0
LABEL,N1,0
NatOfBiz,N3,2
ADDEXPLC,N2,1
CompnyType,N1,0
Hours_Played,N1,0
PAYTOCNTR,N2,1
gradeconversion,N1,0
DPO13,N3,2
PSTNGTYPE,N2,1
SCIENTIFIC NAME,N1,0
gtotalfc,N3,2
OVTP,N3,2
ctacttaxsc,N3,2
unpdpracc,N3,2
OprLine,N2,1
Site_Treated,N1,0
ctycdcuryr,N3,2
PARTIES_IN_EVENTS,N1,0
vatfc,N3,2
stdlvdate,N2,1
noninspct,N3,2
balindset,N2,1
Closed,N1,0
maxsum,N1,0
OQRC,N3,2
sumfrstchk,N2,1
acctdtn,N3,2
PPWEIGHT1,N3,2
AIRCRAFT,N1,0
CFTC,N3,2
ContactOrganization,N1,0
RCON,N3,2
qrygroup4,N2,1
updatetime,N1,0
GTSBILADDR,N2,1
osvt,N3,2
cin14,N3,2
countdiff,N2,1
MotorcycleChassisTypeId,N1,0
disposition_of_ship,N1,0
TEL,N2,1
cntctcode,N2,1
obsj,N3,2
CSHRELEV,N3,2
capdate,N2,1
vendrefnum,N2,1
MAILSHOT_END_DATE,N1,0
POSITION,N1,0
INQUERY,N1,0
StckDstSc,N3,2
TSH1,N3,2
CHILDDATEMAN,N2,1
bcgvatgrp,N3,2
drf13,N3,2
MinCredit,N2,1
roundvat,N2,1
ofns,N3,2
ENABLEFLAG,N1,0
rdn16,N3,2
stocksumfc,N2,1
UF_CRC,N3,2
UsrNumber4,N2,1
ACCCRITRIA,N2,1
TRUCKBODYCABTYPE,N1,0
OTWS,N3,2
prftcntfe4,N3,2
info4file,N1,0
VatExEntry,N2,1
BUSFLOORCONFIGURATIONTYPE,N1,0
Team_Attributes,N1,0
ElInvFmt,N2,1
ASTC,N3,2
PROPERTY_NAME,N1,0
OBMI,N3,2
ATTRIQTY62,N3,2
newastcls,N2,1
DEGREE_PROGRAMS,N1,0
pdn11,N3,2
DFLWEBSITE,N2,1
DATSUBKEY,N2,1
resolution,N1,0
opentax,N2,1
oqrc,N3,2
OutCSTCode,N2,1
CHAIR_NAME,N1,0
TONUMBER,N2,1
company_type,N1,0
toitem,N2,1
WTAMOUNTSC,N2,1
CITEDPAPERID,N1,0
INC7,N3,2
EndCounter,N1,0
SERIESPOST,N1,0
OPFT,N3,2
party_email,N1,0
oprt,N3,2
FCODE,N2,1
KPIVALUE28,N3,2
Revision_Date,N1,0
ACCTVARAR,N3,2
p7,N3,2
train,N1,0
IMCEEnable,N3,2
filecontnt,N2,1
layeridref,N2,1
ResTypCod,N2,1
cntblnc,N3,2
ItemCurr,N2,1
INV12,N3,2
VATIDNUM,N2,1
IPC2,N3,2
PARAM_2,N3,2
STOCKNOBAS,N2,1
COLLECTION_NOTES,N1,0
itw1,N3,2
SPCODE,N2,1
WeekDay,N1,0
INDIRCTTAX,N2,1
ain6,N3,2
Building,N1,0
RPC13,N3,2
BLOCKD,N2,1
DVBARRIER,N3,2
CANCEL,N1,0
ClusterId,N1,0
NegAmount,N2,1
RFCValidat,N2,1
CURRENT_ADDRESS_ID,N1,0
SERIE3,N1,0
CFOPOOS,N3,2
netmassunt,N2,1
Prefix,N1,0
odgp,N3,2
Lat_Dec,N2,1
RECONCILNU,N2,1
STEPINFO,N1,0
QryGroup10,N2,1
FIELDLD,N2,1
DDCTEXPIRE,N2,1
WEBSITE,N1,0
EAST_SUPERSTORE,N1,0
historical,N1,0
ICD8,N3,2
TOPERABS,N2,1
CUPC,N3,2
problem_status_code,N1,0
paramtgl,N2,1
PosCode347,N2,1
paper,N1,0
PREVIOUS_ENTRY_ID,N1,0
asset_details,N1,0
rowidth3,N2,1
IEI28,N3,2
LaneDepartureWarningId,N1,0
WBDHU12,N3,2
op_7,N3,2
ResScrapAc,N3,2
VAULT_POINTS,N1,0
costval9,N2,1
arc6,N3,2
all_games,N1,0
UNIT_NAME,N1,0
SpecialOffer,N1,0
UpdatedTF,N2,1
RctId,N3,2
interface,N1,0
periodnum,N1,0
Other_Order_Details,N1,0
FEMALE_ID,N1,0
IGN11,N3,2
reactions,N1,0
Census_Ranking,N1,0
FrExpensAc,N3,2
TOPMRGN,N2,1
N_1_JSTATUS,N2,1
rfndamntsc,N3,2
ign7,N3,2
ALT2,N3,2
research_outcomes,N1,0
MONTH7,N1,0
SwpInEmail,N2,1
tcode,N2,1
CREDSUMSY,N2,1
blockatt,N2,1
ONHAND,N1,0
FIRE,N1,0
DiscPrcnt,N2,1
WVT11,N3,2
BfNetDcntS,N3,2
assetamnt2,N2,1
END_HR,N2,1
transactions_1k,N1,0
ICFINALBODY,N2,1
BNK2,N3,2
odty,N3,2
UTM,N3,2
rpd17,N3,2
AdRgTxIRPA,N3,2
REORDERFRM,N2,1
AppId,N2,1
PARTY_ID,N1,0
SIGNAGGR,N2,1
ado27,N3,2
MXDCSINPMT,N3,2
fixedsum,N1,0
ISIMCE,N3,2
OBSERVER_LU,N2,1
compname,N2,1
PurFactor1,N2,1
BPCurrency,N2,1
DCNTSUMFC,N3,2
ref2date,N2,1
fobnlac,N3,2
Days_held,N1,0
transcat,N2,1
linemnyfc,N3,2
P7,N3,2
INSTPRCNT,N2,1
report_date,N1,0
echeck,N2,1
taxinvno,N2,1
splitfbsh,N2,1
max_wind_Speed_mph,N2,1
apndxoorp,N3,2
WHSHIPTO,N2,1
PRODUCT_TITLE,N1,0
O_P_5,N3,2
FontName,N1,0
PLABALANCE,N2,1
dummysig,N2,1
TrnspCode,N2,1
OSHR,N3,2
DISH,N1,0
roleid,N1,0
CEREGNO,N2,1
CheckBox6,N1,0
GROUP1,N1,0
ACTUTODATE,N2,1
InvntDirec,N2,1
ToInvType,N2,1
Options,N1,0
BWGHT2UNIT,N2,1
checkbox14,N1,0
myftype,N2,1
artist,N1,0
nhdpoint_shape_index,N2,1
WITNESS_STAKE,N1,0
revretact,N2,1
SVCTAXCR,N2,1
Manufacturer_ID,N1,0
por1,N3,2
DECVAL,N2,1
DPTTIME,N2,1
Export,N1,0
axleconfiguration,N1,0
expref1,N3,2
east_superstore,N1,0
fullname,N1,0
sourcecurrentnessreference,N1,0
ValString,N2,1
custom,N1,0
IMGLG,N3,2
DllEntry,N2,1
APP_EVENTS_RELEVANT,N1,0
taxonexpfc,N2,1
orderparty,N1,0
OCMF,N3,2
IncomeFC,N2,1
linkact_27,N2,1
UDF1,N3,2
oei21,N3,2
NATOFTRANS,N2,1
cpi6,N3,2
AHE1,N3,2
DATE_BECAME_CUSTOMER,N1,0
BLen2Unit,N3,2
FLIGHT,N1,0
POR11,N3,2
OOIN,N3,2
odpo,N3,2
EWTAMOUNT,N2,1
review_count,N1,0
invamtap,N3,2
Parking_Fines,N1,0
CalcMethod,N2,1
TermsPath,N1,0
ArsnalCode,N2,1
dln10,N3,2
CODEBARS,N1,0
PRR17,N3,2
TrsfrAcct,N2,1
employee_name,N1,0
boecancins,N2,1
tetherdesign,N1,0
tpw3,N3,2
CrashImminentBrakingID,N1,0
brrwrtaxpctscm,N3,2
maxincom,N2,1
SITUATIND,N2,1
EmpeSSCntr,N2,1
TOTAL_ATTENDANCE,N1,0
ALPHADOC,N2,1
Age,N1,0
tblhitw,N3,2
paidsumsc,N2,1
CUSRPTTEMP,N2,1
OVERHANG_FRT,N2,1
mobility,N1,0
CODE4,N1,0
IGN9,N3,2
Total_amount,N1,0
CRDMEMO,N2,1
IsActived,N2,1
emsdiastolic,N2,1
CitCity,N2,1
ACTIONTIME,N1,0
EnblCshRep,N3,2
trap #,N1,0
CPI20,N3,2
TAXCODEEXT,N2,1
crdtocode,N2,1
trsperionu,N3,2
hasperiphyton_metric,N1,0
SIZEOFSEG5,N2,1
transtpfld,N3,2
FrmState,N2,1
cond1,N2,1
CogsOcrCo2,N3,2
receipt_number,N1,0
GLPICKMETH,N2,1
VISIBLECTL,N2,1
ACQ1,N3,2
ROUTESTAGE,N1,0
cleared,N1,0
FalseM,N2,1
OUDO,N3,2
fromstat,N2,1
ACTUALDUR,N2,1
PICTURE,N1,0
instLction,N2,1
apj1,N3,2
CUSTOMER_CONTACT_CHANNELS,N1,0
BAGTYPE,N1,0
inv25,N3,2
CNTRCTMPLT,N3,2
date_valid_to,N1,0
salfactor4,N2,1
ACTBLNCGRP,N2,1
ISFORCNCL,N2,1
LOCATION_CODE,N1,0
CapTotal,N2,1
AttriTxt28,N3,2
wvt6,N3,2
actaddcost,N2,1
foldername,N1,0
UsrQuery,N2,1
CHECKBOX6,N1,0
REALNAME,N1,0
oclg,N3,2
WRRNTYEND,N3,2
SALFACTOR4,N2,1
ExtInvsbl,N2,1
company_id,N1,0
RTTDNLDADR,N3,2
ENTERTAINMENTSYSTEMID,N1,0
nfenofrom,N3,2
ISDFCSTEX,N3,2
OIRC,N3,2
PARAM_16,N3,2
VENDISRBIL,N2,1
ENBZERODEC,N2,1
SURAPPL,N2,1
basnumatcr,N2,1
taxonum,N2,1
AssistingNurse,N1,0
BaseTotal,N1,0
GROUPDEC,N2,1
contrib,N2,1
state_county,N1,0
CashAcct,N2,1
msncode,N2,1
SKILL_DESCRIPTION,N1,0
PreAttach,N1,0
pmc1,N3,2
p6,N3,2
CMPNAME,N2,1
CHECKSUM,N1,0
itmblnctoc,N3,2
ChDocLine,N2,1
errorstr,N2,1
addquantit,N2,1
mod_num,N2,1
heainsname,N2,1
FRGNMODE,N2,1
SysDebit,N2,1
order,N1,0
priormaint,N2,1
Seats,N1,0
REGION,N1,0
dststate,N2,1
ACCUMDBCR,N3,2
Breeding Codes,N1,0
form_name,N1,0
BINATTR10T,N3,2
document_sections_images,N1,0
UKD1,N3,2
ALTTYPE,N2,1
CHECKBOX33,N1,0
AUTOREVERSESYSTEMID,N1,0
udftable_3,N3,2
school,N1,0
endowment_id,N1,0
subbknire,N3,2
Elevation,N1,0
scr3,N3,2
tsys_bug_reports,N2,1
Comptroller,N1,0
VOLUMELIC,N2,1
previous_entry_id,N1,0
odut,N3,2
attriqty61,N3,2
AWD5,N3,2
revsides,N2,1
NEWPAGE,N1,0
ExClassTyp,N2,1
DRBLOCK2,N3,2
GLBLOCNUMS,N2,1
EDRSUMM,N2,1
stay,N1,0
VALIDATEBA,N2,1
vatexempt,N2,1
StrVal2,N3,2
STCKAPPDSC,N3,2
USEDOCPRIC,N2,1
ocmf,N3,2
cessamntfc,N3,2
LeftID,N1,0
Formula,N1,0
left_office,N1,0
BGTCLEVAT,N3,2
epa_delisted_comments,N2,1
Date_of_Settlement,N1,0
RTRICTRESN,N3,2
ISORCRYIMP,N3,2
ETRPHONENO,N2,1
ViewSyn,N2,1
OFAT,N3,2
data,N1,0
cedivision,N2,1
grid,N1,0
Stock,N1,0
BILLINGCITY,N1,0
REGNAMEEXT,N2,1
IWEIGHT2,N2,1
caredtype,N1,0
sfc7,N3,2
transaction_type,N1,0
GOALNUM,N2,1
measunit,N2,1
Counted,N1,0
games_competitor,N1,0
CRTDATE,N2,1
tsh1,N3,2
STATEUF,N2,1
exclasstyp,N2,1
IGN25,N3,2
ctrlacct,N2,1
GdsMovType,N2,1
ACD2,N3,2
IMT1,N3,2
ANNINVDECR,N2,1
PROCTARGET,N2,1
DESTRUCTION_AUTHORISED_BY_EMPLOYEE_ID,N1,0
ATTRIAM49,N3,2
PHOTOS,N1,0
DAB1,N3,2
calcfield,N2,1
LinkDocNum,N2,1
OACD,N3,2
SCL2,N3,2
transid,N2,1
OPENCREDIT,N1,0
AIRR,N3,2
MOUNTAINONISLAND,N1,0
dpstbranch,N2,1
SalseRpt,N2,1
PAIDDCT,N2,1
DOCUMENTS_TO_BE_DESTROYED,N1,0
CRDREF1,N2,1
other_item_details,N1,0
CurCredit,N2,1
CIN18,N3,2
VBoEPayble,N3,2
CshDctFA,N3,2
GSTRelevnt,N3,2
ORIGFIELD,N2,1
RFDISPOSAL,N2,1
PMNNUM,N3,2
GSTRELEVNT,N3,2
ovet,N3,2
JDT1USERF,N3,2
royal_family,N1,0
ISDtCryImp,N3,2
confirmed4,N1,0
update_history,N1,0
ROYAL_FAMILY,N1,0
Station_ID,N1,0
ExitPrice,N1,0
srclctcode,N2,1
GTSINVNUM,N2,1
REVALPERC,N2,1
prorataded,N2,1
OrdDprPst1,N3,2
ExpdSAgree,N2,1
recentday,N1,0
acctmethod,N2,1
PostInVat,N2,1
derived_total_cost,N1,0
PQT14,N3,2
opnintrcrr,N2,1
StrFld,N2,1
VERSTO,N2,1
TblFITW,N3,2
DEGREES,N1,0
MONTHPRCNT,N2,1
ismixed,N1,0
BrandCode,N1,0
jetransid,N2,1
NMRVCREATE,N2,1
SCDateFrom,N2,1
StdCost7,N2,1
airplane,N1,0
facid,N2,1
CASENO,N1,0
homezip,N1,0
CPV17,N3,2
tbl_BenthicSpeciesROMNXBioData,N1,0
EXPREF3,N3,2
ActFromCod,N2,1
stckdstfc,N3,2
CfopOut,N3,2
ACCTDESC,N2,1
staff_first_name,N1,0
LOGOIMAGE,N1,0
OTWS,N3,2
statusto,N2,1
BANKCODE,N1,0
VATCATEGOR,N2,1
seriesname,N1,0
aacp,N3,2
MemoIn,N2,1
APPLVATFC,N3,2
whsto1,N3,2
TLVATAMN,N3,2
RRR28,N3,2
pilot,N1,0
FiltCollPct,N2,1
csi4,N3,2
electoral_register_id,N1,0
Attr7Val,N3,2
OldUPMI,N3,2
OP_24,N3,2
hospsystolic,N2,1
AQAG,N3,2
COASTLINE,N1,0
bsdate,N2,1
ELEVATION,N1,0
deductper,N2,1
enrollment,N1,0
Local,N1,0
cdtransapp,N2,1
Student_Course_Enrolment,N1,0
obpd,N3,2
cust_order,N2,1
rct1,N3,2
Above_Permanent_Identifier,N1,0
CAPITAL,N1,0
DLN6,N3,2
onfm,N3,2
activate,N1,0
taxamt,N2,1
DOXTXAMTFC,N3,2
