native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
Dscrptn,column,SBODemoUS,N3,response_description,rspns_desc,Dscrptn
DateSep,column,SBODemoUS,N2,date_separator,DateSep,DSep
DedctSumFC,column,SBODemoUS,N2,deduct_vat_sum_functional_currency,DedctSumFC,DedSFC
DiscSumFC,column,SBODemoUS,N2,total_discount_functional_currency,DiscSumFC,DiscSFC
DashbdPath,column,SBODemoUS,N2,dashboard_path,DashbdPath,DshbdPth
DisSelItem,column,SBODemoUS,N2,display_selected_item,DisSelItem,DSI
DsmDueDate,column,SBODemoUS,N2,disassembly_order_due_date,DsmDueDate,DsmDD
DftStockOB,column,SBODemoUS,N2,account_for_opening_whse_bal,DftStockOB,DSOB
DispComma,column,SBODemoUS,N2,display_comma,DispComma,DspCma
Display,column,SBODemoUS,N1,Display,Disp,Dsply
DispName,column,SBODemoUS,N2,displayed_name,DispName,DspNm
DiscSumSy,column,SBODemoUS,N2,total_discount_sc,DiscSumSy,DSS
DprStart,column,SBODemoUS,N2,depreciation_start_date,DprStart,DSt
DebSTotal,column,SBODemoUS,N2,monthly_budget_sc_deb,DebSTotal,DSTotal
DstrbSumFC,column,SBODemoUS,N3,distributed_amount_functional_currency,dist_amt_fc,DstrbSumFC
DstrbSumSC,column,SBODemoUS,N3,distributed_amount_sc,dist_amt_sc,DstrbSumSC
DstRlSmarz,column,SBODemoUS,N3,distribution_rule_summarize,sum_by_dist_rule,DstRlSmarz
DdctSum,column,SBODemoUS,N2,total_deductions,DdctSum,DedSm
DiscSum,column,SBODemoUS,N2,total_discount,DiscSum,DscSm
DistribSum,column,SBODemoUS,N2,distributed_amount,DistribSum,DstSm
DedctSumSC,column,SBODemoUS,N2,deduct_vat_sum_sc,DedctSumSC,DSumSC
DeclType,column,SBODemoUS,N2,declarer_type,DeclType,Dcl_Tp
DeferedTax,column,SBODemoUS,N2,deferred_tax,DeferedTax,Df_tx
DeposType,column,SBODemoUS,N2,payment_deposit_type,DeposType,dp_tp
DocTime,column,SBODemoUS,N2,creation_time,DocTime,dc_tm
DocTotal,column,SBODemoUS,N2,document_total,DocTotal,dc_tot
DocType,column,SBODemoUS,N2,document_type,DocType,dc_tp
DpstTo,column,SBODemoUS,N2,to_deposit_code,DpstTo,dp_to
Date,column,SBODemoUS,N1,Date,Dt,dt
DunTerm,column,SBODemoUS,N2,dunning_term,DunTerm,dun_tm
DurType,column,SBODemoUS,N2,duration_uom,DurType,d_uom
DateType2,column,SBODemoUS,N1,DateType2,DtTyp2,DT2
DocTaxAmnt,column,SBODemoUS,N2,document_tax_amount,DocTaxAmnt,DTA
DflTaxCode,column,SBODemoUS,N2,default_tax_code,DflTaxCode,D_tx_cd
DfTcnician,column,SBODemoUS,N2,default_technician,DfTcnician,D_tec
DocTypDesc,column,SBODemoUS,N2,document_type_description,DocTypDesc,DTD
DocTotalFC,column,SBODemoUS,N2,document_total_functional_currency,DocTotalFC,DTFC
DocTransId,column,SBODemoUS,N2,transaction_id_of_paid_document,DocTransId,DTI
DmpTransID,column,SBODemoUS,N2,transaction_id_for_down_payment,DmpTransID,DmpTID
DocTaxID,column,SBODemoUS,N2,document_tax_id,DocTaxID,Dc_TID
DprTypID,column,SBODemoUS,N2,depreciation_type_id,DprTypID,Dpr_tp_ID
Details,column,SBODemoUS,N1,Details,Dtls,Dtls
DifType,column,SBODemoUS,N2,closing_type,DifType,Df_tp
DpstType,column,SBODemoUS,N2,deposit_type,DpstType,dps_tp
DTP1,table,SBODemoUS,N3,depreciation_types_rows,deprctn_typs_rows,DTP1
DdctTaxSys,column,SBODemoUS,N2,deductible_tax_amount_system_currency,DdctTaxSys,DTS
DocTotalSy,column,SBODemoUS,N2,document_total_sc,DocTotalSy,DTSy
DateTill,column,SBODemoUS,N1,DateTill,DtTill,DtTl
DateTo,column,SBODemoUS,N1,DateTo,DtTo,DtTo
DateType,column,SBODemoUS,N1,DateType,DtType,DtTyp
DeferrTax,column,SBODemoUS,N2,deferred_account,DeferrTax,dfr_tx
DfltTax,column,SBODemoUS,N2,default_taxCode,DfltTax,def_tx
DupRpttAre,column,SBODemoUS,N3,duplicate_repetitive_area,dup_rep_area,DupRpttAre
Duration,column,SBODemoUS,N1,Duration,Dur,Dur
DestUser,column,SBODemoUS,N2,destination_user,DestUser,DUser
DUT1,table,SBODemoUS,N3,dunning_term_array1,dnnng_trm_arr1,DUT1
DecVal,column,SBODemoUS,N2,general_ledger_decrease_value,DecVal,dec_v
DflVendor,column,SBODemoUS,N2,default_vendor_id,DflVendor,dflt_vn
DatevFirst,column,SBODemoUS,N2,first_data_entry,DatevFirst,DVF
DedVatSum,column,SBODemoUS,N2,deductible_tax_amount,DedVatSum,D_VAT_sm
DedVatSumS,column,SBODemoUS,N2,deductible_value_added_tax_sum_system_currency,DedVatSumS,D_VAT_sm_S
DedVatSumF,column,SBODemoUS,N2,deductible_value_added_tax_sum_functional,DedVatSumF,D_VAT_sm_F
DeviceType,column,SBODemoUS,N1,DeviceType,DevType,DvTp
DunWizBlck,column,SBODemoUS,N2,dunning_wizard_block,DunWizBlck,DWB
Day,column,SBODemoUS,N1,Day,Dy,Dy
END,column,SBODemoUS,N1,END,END,E
ErrorLine,column,SBODemoUS,N1,ErrorLine,ErrLine,E_Ln
E_MailL,column,SBODemoUS,N3,e_mail_address,eml_addr,E_MailL
ExpAcct,column,SBODemoUS,N2,general_ledger_expense_account,ExpAcct,Ex_ac
ExpAlloc,column,SBODemoUS,N2,expenses_allocation_value,ExpAlloc,ex_al
ExpAppl,column,SBODemoUS,N2,applied_freight_charges,ExpAppl,Ex_ap
ExpAppld,column,SBODemoUS,N2,freight_applied,ExpAppld,ex_ap_id
ExpensAcct,column,SBODemoUS,N2,expense_account,ExpensAcct,exp_ac
ExpnAcct,column,SBODemoUS,N2,def_inventory_reval_expense,ExpnAcct,exp_acc
EnAccount,column,SBODemoUS,N2,encryption_of_account,EnAccount,EAcc
EnActDura,column,SBODemoUS,N2,enable_actual_duration,EnActDura,EAD
EffctAftr,column,SBODemoUS,N2,effective_after,EffctAftr,EAftr
EnAddID,column,SBODemoUS,N2,encryption_of_id_no_2,EnAddID,EAI
ExemptAmnt,column,SBODemoUS,N2,exemption_amount,ExemptAmnt,EAmnt
ExciseAmt,column,SBODemoUS,N2,excise_amount,ExciseAmt,exc_amt
ExepAmnt,column,SBODemoUS,N2,withholding_tax_exempt_amount,ExepAmnt,exm_amt
ExtAmount,column,SBODemoUS,N2,fixed_amount_ending_interval,ExtAmount,ext_emt
EnAcctNum,column,SBODemoUS,N2,encryption_of_account_number,EnAcctNum,EAN
ExpAnSum,column,SBODemoUS,N2,ExpenseAnnualSummary,ExpAnSum,ExpAS
ExpAnSys,column,SBODemoUS,N2,manual_number,ExpAnSys,EAS
EconActT,column,SBODemoUS,N2,economic_activity_type,EconActT,EAT
EnBnkAcct,column,SBODemoUS,N2,encryption_of_bank_account,EnBnkAcct,Enc_BA
EnBnkAct,column,SBODemoUS,N2,encryption_payee_bank_account,EnBnkAct,EBA
EnBnkIBan,column,SBODemoUS,N2,encryption_of_payee_bank_iban,EnBnkIBan,EBIB
eBuildnNum,column,SBODemoUS,N2,building_number,eBuildnNum,EBN
ExcBasSum,column,SBODemoUS,N2,excise_base_amount_sum,ExcBasSum,EBS
emplCost,column,SBODemoUS,N2,employee_costs,emplCost,Em_C
EntryCount,column,SBODemoUS,N1,EntryCount,EntCnt,En_C
ErrCode,column,SBODemoUS,N2,error_code,ErrCode,Err_c
EXPCOSTS,column,SBODemoUS,N2,planned_cost,EXPCOSTS,ex_cst
ExpnsCode,column,SBODemoUS,N2,expenses_code,ExpnsCode,ex_cd
empCostCur,column,SBODemoUS,N2,employee_costs_currency,empCostCur,em_cc
ECCNo,column,SBODemoUS,N3,ecc_number,ecc_num,ECCNo
ECDPosTyp,column,SBODemoUS,N3,ecd_posting_type,ecd_pt,ECDPosTyp
ECExepnses,column,SBODemoUS,N3,EU_expense_account,exps_acct_eu,ECExepnses
ECExpAcc,column,SBODemoUS,N3,expense_account_eu,exp_acct_eu,ECExpAcc
ECIncome,column,SBODemoUS,N2,sales_income_eu,ECIncome,ECI
ECInAcct,column,SBODemoUS,N3,revenue_account_eu,Rev_Acc_EU,ECInAcct
ElCoMsg,column,SBODemoUS,N2,electronic_communication_message,ElCoMsg,ECM
ECM1,table,SBODemoUS,N3,electronic_communication_parameters,elec_comm_params,ECM1
ECM4,table,SBODemoUS,N3,import_mapping_determination,imprt_map_det,ECM4
EndorsChNo,column,SBODemoUS,N2,endorsable_check_number,EndorsChNo,ECN
eCountry,column,SBODemoUS,N1,eCountry,eCntry,eCntry
EComerGSTN,column,SBODemoUS,N3,goods_services_tax_registration_number_ecommerce,gst_reg_num_ecom,EComerGSTN
ECommerBP,column,SBODemoUS,N3,e_commerce_operator,e_com_op,ECommerBP
ElCoStatus,column,SBODemoUS,N2,electronic_communication_status,ElCoStatus,ECS
eCityTown,column,SBODemoUS,N2,city_town_village,eCityTown,cy_t_vl
EmplymntCt,column,SBODemoUS,N2,employment_category,EmplymntCt,ECt
EditbleCtl,column,SBODemoUS,N2,editable_control,EditbleCtl,ECtl
empCostUnt,column,SBODemoUS,N2,employee_cost_unit,empCostUnt,ECU
ECVatGroup,column,SBODemoUS,N2,EC_value_added_tax_group,ECVatGroup,ECVG
EffecDate,column,SBODemoUS,N2,effective_from_date,EffecDate,eff_f_d
EnblDays,column,SBODemoUS,N2,enable_valid_in_days,EnblDays,en_d
EndDate,column,SBODemoUS,N1,EndDate,EndDt,D_dt
ErrDisc,column,SBODemoUS,N2,error_description,ErrDisc,Er_ds
ExpDate,column,SBODemoUS,N2,expiration_date,ExpDate,ex_d
ExpireDate,column,SBODemoUS,N1,ExpireDate,ExpDt,e_dt
ExtData,column,SBODemoUS,N2,extended_data,ExtData,ex_dt
ExtraDays,column,SBODemoUS,N1,ExtraDays,ExtrDys,ED
EnDflAccnt,column,SBODemoUS,N2,encryption_default_account,EnDflAccnt,EDA
EDocCntnt,column,SBODemoUS,N2,electronic_document_content,EDocCntnt,E_DC
EDocErrCod,column,SBODemoUS,N2,electronic_document_error_code,EDocErrCod,EDC
EDocCancel,column,SBODemoUS,N2,electronic_document_canceled,EDocCancel,EDCncl
EndDlvDate,column,SBODemoUS,N2,end_delivery_date,EndDlvDate,E_dlv_dt
ExcDocDate,column,SBODemoUS,N2,excise_document_date,ExcDocDate,Ex_dc_dt
ExchDiff,column,SBODemoUS,N2,exchange_rate_difference_value,ExchDiff,EDf
EDocGenTyp,column,SBODemoUS,N2,electronic_doc_default_gen_type,EDocGenTyp,EDGT
EDocNum,column,SBODemoUS,N2,electronic_document_number,EDocNum,EDN
EDocExpFrm,column,SBODemoUS,N2,electronic_doc_export_format,EDocExpFrm,EDocEF
EDocErrMsg,column,SBODemoUS,N2,electronic_document_error_message,EDocErrMsg,EDocErrMg
EDocStatus,column,SBODemoUS,N2,electronic_document_status,EDocStatus,EDocSts
EDocProces,column,SBODemoUS,N2,electronic_document_process,EDocProces,EDP
EDocPrefix,column,SBODemoUS,N2,electronic_document_prefix,EDocPrefix,EDPfx
EdrsFromBP,column,SBODemoUS,N3,endorsable_checks_from_this_bp,endr_chk_frm_bp,EdrsFromBP
EdrsToBP,column,SBODemoUS,N3,accepts_endorsed_checks,accpt_endrsd_chks,EdrsToBP
eDistrict,column,SBODemoUS,N1,eDistrict,eDist,eDstr
Editable,column,SBODemoUS,N1,Editable,Editbl,Edtb
EDocTest,column,SBODemoUS,N2,electronic_document_testing,EDocTest,E_dc_t
EndDlvTime,column,SBODemoUS,N2,end_delivery_time,EndDlvTime,EDT
EUExpensAc,column,SBODemoUS,N2,eu_expenses_account,EUExpensAc,EEA
ExtEmpNo,column,SBODemoUS,N2,external_employee_number,ExtEmpNo,EENo
EnEditTime,column,SBODemoUS,N2,enable_edit_time,EnEditTime,EET
ExcptnlEvt,column,SBODemoUS,N2,exceptional_event,ExcptnlEvt,EEvt
ExcFixAmnt,column,SBODemoUS,N2,excise_fixed_amount,ExcFixAmnt,EFA
ExtFromBS,column,SBODemoUS,N2,relevant_for_balance_sheet_extract,ExtFromBS,EFBS
EffectQty,column,SBODemoUS,N2,effective_inventory_quantity,EffectQty,EffQty
EmailFont,column,SBODemoUS,N1,EmailFont,EmFont,E_Ft
ExcFonting,column,SBODemoUS,N2,block_font_change,ExcFonting,EFnt
EmFOffset,column,SBODemoUS,N2,email_font_size_offset,EmFOffset,EFOff
ExFromRpt,column,SBODemoUS,N2,exclude_from_report,ExFromRpt,EFR
EFFORT,column,SBODemoUS,N1,EFFORT,Effrt,EFT
EmlGrpCode,column,SBODemoUS,N2,email_group_code,EmlGrpCode,EGC
EnGovID,column,SBODemoUS,N2,encryption_of_government_id,EnGovID,EGID
EmlGrpName,column,SBODemoUS,N2,email_group_name,EmlGrpName,EGN
ExmIncome,column,SBODemoUS,N2,exempt_income,ExmIncome,Ex_I
ExmptIncom,column,SBODemoUS,N2,tax_exempt_revenue_account,ExmptIncom,Exp_I
ExpIntBal,column,SBODemoUS,N2,expected_gl_interim_balance,ExpIntBal,EIB
elementId,column,SBODemoUS,N1,elementId,ElmntId,Elm_ID
EmpID,column,SBODemoUS,N2,employee_id,EmpID,EID
ExItemFrom,column,SBODemoUS,N2,expand_from_item,ExItemFrom,EIF
EnInsurNum,column,SBODemoUS,N2,encryption_social_insurance_number,EnInsurNum,EIN
ExtIvntSel,column,SBODemoUS,N2,existing_inventory_selection,ExtIvntSel,EIS
ExItemTo,column,SBODemoUS,N2,expand_to_item,ExItemTo,EITo
EncryptIV,column,SBODemoUS,N2,encryption_initialization_vector,EncryptIV,EIV
ExLineNo,column,SBODemoUS,N2,exchange_line_number,ExLineNo,ELN
elementNum,column,SBODemoUS,N2,element_number,elementNum,ElNum
E_Mail,column,SBODemoUS,N2,email_address,E_Mail,E_ml
ExtrMatch,column,SBODemoUS,N2,external_reconciliation_number,ExtrMatch,Ex_M
ExtraMonth,column,SBODemoUS,N1,ExtraMonth,ExtrMnth,EM
Email,column,SBODemoUS,N1,Email,Eml,Eml
ExMatchNum,column,SBODemoUS,N2,last_external_reconciliation_number,ExMatchNum,EMN
Employee,column,SBODemoUS,N1,Employee,Emp,Emp
employer,column,SBODemoUS,N1,employer,emplr,empr
ExemptNo,column,SBODemoUS,N2,exemption_number,ExemptNo,Ex_N
ExtName,column,SBODemoUS,N2,extension_name,ExtName,EN
EnAstSeri,column,SBODemoUS,N3,enforce_asset_serial_numbers,enfrc_asset_serial_nums,EnAstSeri
Enable,column,SBODemoUS,N1,Enable,Enbl,Enb
EnblRunDt,column,SBODemoUS,N3,enable_run_date,enbl_run_dt,EnblRunDt
EnDflIBAN,column,SBODemoUS,N3,encryption_default_iban,encrptn_dflt_iban,EnDflIBAN
Endorse,column,SBODemoUS,N1,Endorse,Endrs,Endrse
EnERD4In,column,SBODemoUS,N3,enable_erd_for_incoming_payments,en_erd_for_incoming_pmts,EnERD4In
EnERD4Out,column,SBODemoUS,N3,enable_erd_for_outgoing_payments,en_erd_for_outgoing_pmts,EnERD4Out
EnfBinFltr,column,SBODemoUS,N3,enforced_bin_filter,enfrcd_bin_fltr,EnfBinFltr
EnFollowup,column,SBODemoUS,N2,enable_followup,EnFollowup,EnFup
EnIBAN,column,SBODemoUS,N3,encryption_of_iban,encrptn_of_iban,EnIBAN
EnPBnkAcct,column,SBODemoUS,N3,encryption_of_pay_bank_account,encrptn_of_pay_to_bank_acct,EnPBnkAcct
Entry,column,SBODemoUS,N2,entry_table,Entry,Ent
ENTERED,column,SBODemoUS,N2,entered_by,ENTERED,ENTD
EnableUpd,column,SBODemoUS,N2,enable_update,EnableUpd,EnUpd
ExrateOnDt,column,SBODemoUS,N2,exchange_rate_on_def_tax_account,ExrateOnDt,EOD
ExtOnErr,column,SBODemoUS,N2,action_taken_on_ext_error,ExtOnErr,EOE
EffecPrice,column,SBODemoUS,N2,effective_price,EffecPrice,Eff_P
EnPassport,column,SBODemoUS,N2,encryption_of_passport_no,EnPassport,En_PP
ExitPrice,column,SBODemoUS,N1,ExitPrice,ExitPrc,EP
EUPayAct,column,SBODemoUS,N2,eu_accounts_payable,EUPayAct,EuPA
ExpdPAgree,column,SBODemoUS,N2,expanded_purchase_agreements,ExpdPAgree,ExPAgr
EqPaid,column,SBODemoUS,N2,applied_equalization_sum,EqPaid,EPd
EqPaidFC,column,SBODemoUS,N2,applied_equalization_sum_functional_currency,EqPaidFC,EPFC
ExpdPurReq,column,SBODemoUS,N2,expanded_purchase_request,ExpdPurReq,EPR
EqPaidSC,column,SBODemoUS,N2,applied_equalization_sum_sc,EqPaidSC,EPS
EnPayToAct,column,SBODemoUS,N2,encryption_of_pay_to_bank_account,EnPayToAct,EPTA
EqPercent,column,SBODemoUS,N2,equalization_percent,EqPercent,EqPct
Equ,column,SBODemoUS,N3,equalization_tax,eq_tax,Equ
EquVatPer,column,SBODemoUS,N3,equalization_tax_rate,eq_tax_rate,EquVatPer
EquVatSumF,column,SBODemoUS,N3,equalization_vat_amount_functional_currency,eq_vat_amt_fc,EquVatSumF
EquVatSumS,column,SBODemoUS,N3,equalization_vat_amount_sc,eq_vat_amt_sc,EquVatSumS
ExchRate,column,SBODemoUS,N2,exchange_rate_differences,ExchRate,Ex_R
ExcRate,column,SBODemoUS,N2,excise_rate,ExcRate,Exs_R
EURecvAct,column,SBODemoUS,N2,eu_accounts_receivable,EURecvAct,EuRA
EURevenuAc,column,SBODemoUS,N2,sales_revenue_eu,EURevenuAc,EuRvnA
ExcRateAct,column,SBODemoUS,N2,exchange_rate_account,ExcRateAct,Ex_R_A
ExcRateAdV,column,SBODemoUS,N2,excise_rate_ad_valorem,ExcRateAdV,ERAV
ExcRefDate,column,SBODemoUS,N2,excise_ref_date,ExcRefDate,ERD
ERDInAPAct,column,SBODemoUS,N3,exchange_rate_interim_purchase_account,exch_rate_intrm_purch_acct,ERDInAPAct
ERDInARAct,column,SBODemoUS,N3,exchange_rate_interim_sales_account,exch_rate_intrm_sales_acct,ERDInARAct
EnResign,column,SBODemoUS,N2,enable_resign,EnResign,ERes
ExpdResINV,column,SBODemoUS,N2,expanded_reserve_invoice,ExpdResINV,ERI
EnReject,column,SBODemoUS,N2,enable_reject,EnReject,ERjct
EnRligion,column,SBODemoUS,N2,encryption_of_religion,EnRligion,ERlg
EnRligionP,column,SBODemoUS,N2,encryption_religion_partner,EnRligionP,ERlgP
ExcRmvTime,column,SBODemoUS,N2,excise_removal_time,ExcRmvTime,ERTm
EnableRun,column,SBODemoUS,N1,EnableRun,Enbl_Run,ERun
EnSign,column,SBODemoUS,N2,enable_signature,EnSign,En_Sg
EqSum,column,SBODemoUS,N2,equalization_sum,EqSum,Eq_S
ExciseSum,column,SBODemoUS,N1,ExciseSum,ExcSum,Ex_S
ExecStat,column,SBODemoUS,N2,execution_status,ExecStat,Ex_St
ExpSum,column,SBODemoUS,N2,freight_amount,ExpSum,ES
ExpdSAgree,column,SBODemoUS,N2,expanded_sales_agreements,ExpdSAgree,ESA
EnSetCost,column,SBODemoUS,N2,enable_set_cost_by_default,EnSetCost,ESC
EqSumSC,column,SBODemoUS,N2,equalization_sum_sc,EqSumSC,EqS_SC
ErrScreen,column,SBODemoUS,N2,error_screenshot,ErrScreen,EScrn
EqSumFC,column,SBODemoUS,N2,equalization_sum_functional_currency,EqSumFC,ESFC
ExpandedSO,column,SBODemoUS,N2,expanded_sales_order,ExpandedSO,ESO
ExpdSQuota,column,SBODemoUS,N2,expanded_sales_quotations,ExpdSQuota,ESQ
EnStarRat,column,SBODemoUS,N2,enable_star_rating,EnStarRat,En_SR
ESeries,column,SBODemoUS,N2,electronic_series,ESeries,ESr
eStreet,column,SBODemoUS,N1,eStreet,eStt,eSt
eStreetNum,column,SBODemoUS,N2,e_street_number,eStreetNum,eStNum
ExtraSum,column,SBODemoUS,N2,Extra_Sum_amount,ExtraSum,ESum
EvalSystem,column,SBODemoUS,N2,valuation_method,EvalSystem,ESys
edType,column,SBODemoUS,N2,education_type,edType,E_tp
EndTime,column,SBODemoUS,N1,EndTime,EndTm,E_tm
EndTotal,column,SBODemoUS,N1,EndTotal,EndTot,E_tot
EndType,column,SBODemoUS,N1,EndType,EndTp,En_tp
ExportType,column,SBODemoUS,N1,ExportType,ExptType,Ex_Tp
ExpType,column,SBODemoUS,N2,expense_type,ExpType,Exp_tp
EqTaxAcct,column,SBODemoUS,N2,equalization_tax_account,EqTaxAcct,Eq_TA
EmTaxCCode,column,SBODemoUS,N2,EmTaxCCode,EmTaxCCode,ETCC
ExTransId,column,SBODemoUS,N2,exposed_transaction_id,ExTransId,ETI
EnvTypeNFe,column,SBODemoUS,N2,environment_type_nfe,EnvTypeNFe,ETNFe
ExpdTraReq,column,SBODemoUS,N2,expanded_transfer_request,ExpdTraReq,ETR
ExemptUnit,column,SBODemoUS,N1,ExemptUnit,ExmptUnit,EU
EuInTrnsfr,column,SBODemoUS,N3,eu_internal_transfer,eu_int_transfer,EuInTrnsfr
ExciseUoM,column,SBODemoUS,N2,excise_units_of_measure,ExciseUoM,EUoM
ExpVarAct,column,SBODemoUS,N2,expense_inventory_account,ExpVarAct,EVA
EquVatRate,column,SBODemoUS,N2,equalization_tax_percentage,EquVatRate,EVR
EquVatSum,column,SBODemoUS,N2,equalization_vat_amount,EquVatSum,E_VAT_S
ExpVatSum,column,SBODemoUS,N2,vat_on_expenses_sum,ExpVatSum,EVS
EWBGenType,column,SBODemoUS,N2,default_eway_bill_generation_type,EWBGenType,EWBGT
EwbUnit,column,SBODemoUS,N2,ewb_unit,EwbUnit,EWU
ExchangeAc,column,SBODemoUS,N2,exchange_rate_diff_account,ExchangeAc,ExAc
ExBPFrom,column,SBODemoUS,N3,expand_from_bp,expnd_frm_bp,ExBPFrom
ExBPTo,column,SBODemoUS,N3,expand_to_bp,expnd_to_bp,ExBPTo
Excised,column,SBODemoUS,N1,Excised,Excisd,Exsd
ExportCode,column,SBODemoUS,N1,ExportCode,ExptCode,ExCd
ExciAlcAcc,column,SBODemoUS,N3,excise_allocation_account,excise_alloc_acct,ExciAlcAcc
ExciExpAcc,column,SBODemoUS,N3,excise_expense_account,excise_exp_acct,ExciExpAcc
ExcImpQUoM,column,SBODemoUS,N3,default_excise_imported_quantity_uom,dflt_exc_imp_qty_uom,ExcImpQUoM
Excisable,column,SBODemoUS,N1,Excisable,Excisbl,Excl
ExcldZrQty,column,SBODemoUS,N3,exclude_zero_quantity,excl_zero_qty,ExcldZrQty
ExclTaxRep,column,SBODemoUS,N3,exclude_from_control_statement,excl_frm_ctrl_stmt,ExclTaxRep
ExcRateUoM,column,SBODemoUS,N3,excise_rate_units_of_measure,excise_rate_uom,ExcRateUoM
ExitCur,column,SBODemoUS,N2,currency_release,ExitCur,ExCur
ExDiffAct,column,SBODemoUS,N3,exchange_rate_differences_account,exch_rate_diff_acct,ExDiffAct
Executed,column,SBODemoUS,N1,Executed,Exctd,Exe
ExeByServ,column,SBODemoUS,N3,executed_by_server,exec_by_srvr,ExeByServ
ExepAmntFC,column,SBODemoUS,N3,wtax_exempt_amount_functional_currency,wtax_ex_amt_fc,ExepAmntFC
ExepAmntSC,column,SBODemoUS,N3,wtax_exempt_amount_system_currency,wtax_ex_amt_sc,ExepAmntSC
Exempt,column,SBODemoUS,N1,Exempt,Exmpt,Exmpt
ExemptCurr,column,SBODemoUS,N2,exemption_amount_currency,ExemptCurr,ExmptCurr
ExNumData1,column,SBODemoUS,N3,extra_numeric_data_1,extr_num_data_1,ExNumData1
ExNumData2,column,SBODemoUS,N3,extra_numeric_data_2,extr_num_data_2,ExNumData2
ExNumData3,column,SBODemoUS,N3,extra_numeric_data_3,ext_num_data_3,ExNumData3
ExeOption,column,SBODemoUS,N2,execute_option,ExeOption,ExOp
Expenses,column,SBODemoUS,N1,Expenses,Expses,Exp
Exported,column,SBODemoUS,N1,Exported,Exptd,Expt
ExpensesAc,column,SBODemoUS,N2,expenses_account,ExpensesAc,ExpAc
ExpAnFrgn,column,SBODemoUS,N3,use_shipped_goods_account_foreign,use_shipped_goods_acct,ExpAnFrgn
ExpAppldFC,column,SBODemoUS,N3,freight_applied_functional_currency,frght_appld_fc,ExpAppldFC
ExpAppldSC,column,SBODemoUS,N3,freight_applied_sc,frght_appld_sc,ExpAppldSC
ExpApplFC,column,SBODemoUS,N3,applied_freight_charges_functional_currency,apld_frcht_chrgs_fc,ExpApplFC
ExpApplSC,column,SBODemoUS,N3,applied_freight_charges_sc,applied_fr_charges_sc,ExpApplSC
ExpectBal,column,SBODemoUS,N2,expected_gl_balance,ExpectBal,ExpBal
ExpCAcc,column,SBODemoUS,N3,expense_clearing_account,exps_clear_acct,ExpCAcc
ExpClrAct,column,SBODemoUS,N3,account_expense_clearing,acct_exp_clr,ExpClrAct
ExportCurr,column,SBODemoUS,N2,export_currency,ExportCurr,ExpCur
ExpdPQuota,column,SBODemoUS,N3,expanded_purchase_quotations,expndd_purch_quot,ExpdPQuota
ExpdWOR,column,SBODemoUS,N3,expanded_production_order,expndd_prod_ordr,ExpdWOR
ExpensesFC,column,SBODemoUS,N2,expenses_functional_currency,ExpensesFC,ExpFC
ExpensesLC,column,SBODemoUS,N2,expenses_lc,ExpensesLC,ExpLC
ExpnPrfFnd,column,SBODemoUS,N3,professional_funds_expenses,prof_funds_expenses,ExpnPrfFnd
ExpnsBlck,column,SBODemoUS,N3,reserved_freight_charges,resvd_frght_chrgs,ExpnsBlck
ExpnsBlckF,column,SBODemoUS,N3,reserved_freight_charges_functional_currency,resvd_frght_chrgs_fc,ExpnsBlckF
ExpnsBlckS,column,SBODemoUS,N3,reserved_freight_charges_system_currency,resrvd_frcht_chrgs_sc,ExpnsBlckS
ExpOfstAct,column,SBODemoUS,N3,expense_offset_account,exp_offset_acct,ExpOfstAct
ExpOpType,column,SBODemoUS,N3,expense_operation_type,exp_op_type,ExpOpType
ExpandedPO,column,SBODemoUS,N2,expanded_purchase_order,ExpandedPO,ExpPO
ExpensesSC,column,SBODemoUS,N2,expenses_sc,ExpensesSC,ExpSC
ExpSumFC,column,SBODemoUS,N3,freight_amount_functional_currency,frght_amt_fc,ExpSumFC
ExpSumSC,column,SBODemoUS,N3,freight_amount_sc,frght_amt_sc,ExpSumSC
ExptVAt,column,SBODemoUS,N3,wtax_exempted_vat_amount,wtax_ex_vat_amt,ExptVAt
ExptVAtFC,column,SBODemoUS,N3,exempt_value_added_tax_functional_currency,withhldg_tax_dtl,ExptVAtFC
ExptVAtSC,column,SBODemoUS,N3,wtax_exempted_vat_amount_system_currency,wtax_ex_vat_amt_sc,ExptVAtSC
ExpUUID,column,SBODemoUS,N3,expense_uuid,exp_uuid,ExpUUID
ExpVatSumF,column,SBODemoUS,N3,vat_expenses_sum_functional_currency,Vat_Exp_Sum_FC,ExpVatSumF
ExpVatSumS,column,SBODemoUS,N3,vat_expenses_sum_sc,Vat_Exp_Sum_Sc,ExpVatSumS
ExRSTFrom,column,SBODemoUS,N3,from_route_stage,frm_rt_stg,ExRSTFrom
ExRSTTo,column,SBODemoUS,N3,to_route_stage,to_rt_stg,ExRSTTo
ExSSNFrom,column,SBODemoUS,N3,from_stage_sequence_number,frm_stg_seq_num,ExSSNFrom
ExSSNTo,column,SBODemoUS,N3,to_stage_sequence_number,to_stg_seq_num,ExSSNTo
ExistStock,column,SBODemoUS,N2,consider_existing_inventory,ExistStock,ExStk
ExStrData1,column,SBODemoUS,N3,extra_string_data_1,extr_str_data_1,ExStrData1
ExStrData2,column,SBODemoUS,N3,extra_string_data_2,extr_str_data_2,ExStrData2
ExStrData3,column,SBODemoUS,N3,extra_string_data_3,extr_str_data_3,ExStrData3
